Anno;Provincia produttore;Codice EER;Unita di misura;Regione;Pericoloso;Descrizione EER;Var_2026-09-07;Var_2026-09-15
2026;PU;070208;kg;Marche;P;altri fondi e residui di reazione;200.0;0.0
2026;PU;070210;kg;Marche;P;altri residui di filtrazione e assorbenti esauriti;0.0;0.0
2026;PU;070211;kg;Marche;P;fanghi prodotti dal trattamento in loco degli effluenti, contenenti sostanze pericolose;0.0;0.0
2026;PU;070213;kg;Marche;NP;rifiuti plastici;251748.0;13568.0
2026;PU;070213;l;Marche;NP;rifiuti plastici;29500.0;6000.0
2026;PU;070299;kg;Marche;NP;rifiuti non specificati altrimenti;50306.0;2940.0
2026;PU;070301;kg;Marche;P;soluzioni acquose di lavaggio e acque madri;14.0;0.0
2026;PU;070501;kg;Marche;P;soluzioni acquose di lavaggio e acque madri;0.0;0.0
2026;PU;070601;kg;Marche;P;soluzioni acquose di lavaggio e acque madri;459506.0;346650.0
2026;PU;070604;kg;Marche;P;altri solventi organici, soluzioni di lavaggio e acque madri;0.0;0.0
2026;PU;070611;kg;Marche;P;fanghi prodotti dal trattamento in loco di effluenti contenenti sostanze pericolose;30.0;0.0
2026;PU;070612;kg;Marche;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;0.0;0.0
2026;PU;070699;kg;Marche;NP;rifiuti non specificati altrimenti;5950.0;0.0
2026;PU;080111;kg;Marche;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;51573.0;1518.0
2026;PU;080111;l;Marche;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;11125.0;20.0
2026;PU;080112;kg;Marche;NP;pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11;48337.0;714.0
2026;PU;080112;l;Marche;NP;pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11;3000.0;1000.0
2026;PU;080114;kg;Marche;NP;fanghi prodotti da pitture e vernici, diversi da quelli di cui alla voce 08 01 13;0.0;0.0
2026;PU;080115;kg;Marche;P;fanghi acquosi contenenti pitture e vernici, contenenti solventi organici o altre sostanze pericolose;3.0;0.0
2026;PU;080116;kg;Marche;NP;fanghi acquosi contenenti pitture e vernici, diversi da quelli di cui alla voce 08 01 15;1022.0;0.0
2026;PU;080117;kg;Marche;P;fanghi prodotti dalla rimozione di pitture e vernici, contenenti solventi organici o altre sostanze pericolose;20174.0;0.0
2026;PU;080118;kg;Marche;NP;fanghi prodotti dalla rimozione di pitture e vernici, diversi da quelli di cui alla voce 08 01 17;7559.0;0.0
2026;PU;080118;l;Marche;NP;fanghi prodotti dalla rimozione di pitture e vernici, diversi da quelli di cui alla voce 08 01 17;1000.0;0.0
2026;PU;080119;kg;Marche;P;sospensioni acquose contenenti pitture e vernici, contenenti solventi organici o altre sostanze pericolose;6216.0;6000.0
2026;PU;080119;l;Marche;P;sospensioni acquose contenenti pitture e vernici, contenenti solventi organici o altre sostanze pericolose;0.0;2.0
2026;PU;080120;kg;Marche;NP;sospensioni acquose contenenti pitture e vernici, diverse da quelle di cui alla voce 08 01 19;116650.0;10520.0
2026;PU;080120;l;Marche;NP;sospensioni acquose contenenti pitture e vernici, diverse da quelle di cui alla voce 08 01 19;15479.0;0.0
2026;PU;080121;kg;Marche;P;residui di pittura o di sverniciatori;1334.0;1.0
2026;PU;080121;l;Marche;P;residui di pittura o di sverniciatori;2000.0;0.0
2026;PU;080199;kg;Marche;NP;rifiuti non specificati altrimenti;1150.0;0.0
2026;PU;080199;l;Marche;NP;rifiuti non specificati altrimenti;0.0;0.0
2026;PU;080201;kg;Marche;NP;polveri di scarti di rivestimenti;5241.0;3.0
2026;PU;080308;kg;Marche;NP;rifiuti liquidi acquosi contenenti inchiostro;88785.0;1500.0
2026;PU;080308;l;Marche;NP;rifiuti liquidi acquosi contenenti inchiostro;3000.0;0.0
2026;PU;080312;kg;Marche;P;scarti di inchiostro, contenenti sostanze pericolose;3794.0;160.0
2026;PU;080312;l;Marche;P;scarti di inchiostro, contenenti sostanze pericolose;308.0;3100.0
2026;PU;080313;kg;Marche;NP;scarti di inchiostro, diversi da quelli di cui alla voce 08 03 12;1.0;38.0
2026;PU;080314;kg;Marche;P;fanghi di inchiostro, contenenti sostanze pericolose;70.0;0.0
2026;PU;080317;kg;Marche;P;toner per stampa esauriti, contenenti sostanze pericolose;25.0;0.0
2026;PU;080318;kg;Marche;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;1036.0;45.0
2026;PU;080318;l;Marche;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;0.0;0.0
2026;PU;080319;l;Marche;P;oli dispersi;300.0;0.0
2026;PU;080409;kg;Marche;P;adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose;6324.0;191.0
2026;PU;080410;kg;Marche;NP;adesivi e sigillanti di scarto, diversi da quelli di cui alla voce 08 04 09;5353.0;1005.0
2026;PU;080410;l;Marche;NP;adesivi e sigillanti di scarto, diversi da quelli di cui alla voce 08 04 09;0.0;0.0
2026;PU;080414;kg;Marche;NP;fanghi acquosi contenenti adesivi o sigillanti, diversi da quelli di cui alla voce 08 04 13;0.0;0.0
2026;PU;080415;kg;Marche;P;rifiuti liquidi acquosi contenenti adesivi o sigillanti, contenenti solventi organici o altre sostanze pericolose;3500.0;0.0
2026;PU;080416;kg;Marche;NP;rifiuti liquidi acquosi contenenti adesivi o sigillanti, diversi da quelli di cui alla voce 08 04 15;24420.0;13700.0
2026;PU;080416;l;Marche;NP;rifiuti liquidi acquosi contenenti adesivi o sigillanti, diversi da quelli di cui alla voce 08 04 15;1700.0;200.0
2026;PU;080501;kg;Marche;P;isocianati di scarto;250.0;0.0
2026;PU;090101;kg;Marche;P;soluzioni di sviluppo e soluzioni attivanti a base acquosa;20.0;25.0
2026;PU;090101;l;Marche;P;soluzioni di sviluppo e soluzioni attivanti a base acquosa;0.0;0.0
2026;PU;090102;kg;Marche;P;soluzioni di sviluppo per lastre offset a base acquosa;180.0;0.0
2026;PU;090104;kg;Marche;P;soluzioni di fissaggio;30.0;0.0
2026;PU;090105;kg;Marche;P;soluzioni di lavaggio e soluzioni di arresto-fissaggio;0.0;430.0
2026;PU;090107;kg;Marche;NP;carta e pellicole per fotografia, contenenti argento o composti dell'argento;50.0;0.0
2026;PU;100101;kg;Marche;NP;ceneri pesanti, scorie e polveri di caldaia (tranne le polveri di caldaia di cui alla voce 10 01 04);400.0;0.0
2026;PU;100103;kg;Marche;NP;ceneri leggere di torba e di legno non trattato;0.0;0.0
2026;PU;100113;kg;Marche;P;ceneri leggere prodotte da idrocarburi emulsionati usati come combustibile;0.0;0.0
2026;PU;100114;kg;Marche;P;ceneri pesanti, scorie e polveri di caldaia prodotte dal coincenerimento, contenenti sostanze pericolose;0.0;0.0
2026;PU;100114;l;Marche;P;ceneri pesanti, scorie e polveri di caldaia prodotte dal coincenerimento, contenenti sostanze pericolose;0.0;0.0
2026;PU;100116;kg;Marche;P;ceneri leggere prodotte dal coincenerimento, contenenti sostanze pericolose;784.0;0.0
2026;PU;100117;kg;Marche;NP;ceneri leggere prodotte dal coincenerimento, diverse da quelle di cui alla voce 10 01 16;0.0;0.0
2026;PU;100118;kg;Marche;P;rifiuti prodotti dalla depurazione dei fumi, contenenti sostanze pericolose;0.0;0.0
2026;PU;100119;kg;Marche;NP;rifiuti prodotti dalla depurazione dei fumi, diversi da quelli di cui alle voci 10 01 05, 10 01 07 e 10 01 18;0.0;0.0
2026;PU;100299;kg;Marche;NP;rifiuti non specificati altrimenti;0.0;0.0
2026;PU;100308;kg;Marche;P;scorie saline della produzione secondaria;1349329.0;0.0
2026;PU;100315;kg;Marche;P;schiumature infiammabili o che rilasciano, al contatto con l'acqua, gas infiammabili in quantità pericolose;0.0;0.0
2026;PU;100316;kg;Marche;NP;schiumature diverse da quelle di cui alla voce 10 03 15;1358370.0;1000.0
2026;PU;100322;kg;Marche;NP;altre polveri e particolati (compresi quelli prodotti da mulini a palle), diverse da quelle di cui alla voce 10 03 21;0.0;0.0
2026;PU;100323;kg;Marche;P;rifiuti solidi prodotti dal trattamento dei fumi, contenenti sostanze pericolose;145000.0;0.0
2026;PU;100703;kg;Marche;NP;rifiuti solidi prodotti dal trattamento dei fumi;0.0;0.0
2026;PU;100903;kg;Marche;NP;scorie di fusione;40000.0;0.0
2026;PU;100908;kg;Marche;NP;forme e anime da fonderia utilizzate, diverse da quelle di cui alla voce 10 09 07;13000.0;0.0
2026;PU;100911;kg;Marche;P;altri particolati contenenti sostanze pericolose;10000.0;0.0
2026;PU;100912;kg;Marche;NP;altri particolati diversi da quelli di cui alla voce 10 09 11;22000.0;0.0
2026;PU;100999;kg;Marche;NP;rifiuti non specificati altrimenti;0.0;0.0
2026;PU;101011;kg;Marche;P;altri particolati contenenti sostanze pericolose;0.0;0.0
2026;PU;101103;kg;Marche;NP;scarti di materiali in fibra a base di vetro;31468.0;85780.0
2026;PU;101103;l;Marche;NP;scarti di materiali in fibra a base di vetro;0.0;50000.0
2026;PU;101112;kg;Marche;NP;rifiuti di vetro diversi da quelli di cui alla voce 10 11 11;420045.0;23800.0
2026;PU;101112;l;Marche;NP;rifiuti di vetro diversi da quelli di cui alla voce 10 11 11;60000.0;15000.0
2026;PU;101199;kg;Marche;NP;rifiuti non specificati altrimenti;40.0;7100.0
2026;PU;101208;kg;Marche;NP;scarti di ceramica, mattoni, mattonelle e materiali da costruzione (sottoposti a trattamento termico);6500.0;0.0
2026;PU;101401;kg;Marche;P;rifiuti prodotti dalla depurazione dei fumi, contenenti mercurio;1690.0;0.0
2026;PU;110105;kg;Marche;P;acidi di decappaggio;196500.0;115990.0
2026;PU;110105;l;Marche;P;acidi di decappaggio;0.0;0.0
2026;PU;110106;kg;Marche;P;acidi non specificati altrimenti;45015.0;0.0
2026;PU;110107;kg;Marche;P;basi di decappaggio;104130.0;0.0
2026;PU;110108;kg;Marche;P;fanghi di fosfatazione;0.0;0.0
2026;PU;110109;kg;Marche;P;fanghi e residui di filtrazione, contenenti sostanze pericolose;9856.0;150.0
2026;PU;110110;kg;Marche;NP;fanghi e residui di filtrazione, diversi da quelli di cui alla voce 11 01 09;1450.0;0.0
2026;PU;110111;kg;Marche;P;soluzioni acquose di lavaggio, contenenti sostanze pericolose;77400.0;1300.0
2026;PU;110111;l;Marche;P;soluzioni acquose di lavaggio, contenenti sostanze pericolose;100.0;0.0
2026;PU;110112;kg;Marche;NP;soluzioni acquose di lavaggio, diverse da quelle di cui alla voce 11 01 11;62015.0;0.0
2026;PU;110112;l;Marche;NP;soluzioni acquose di lavaggio, diverse da quelle di cui alla voce 11 01 11;1500.0;0.0
2026;PU;110113;kg;Marche;P;rifiuti di sgrassaggio contenenti sostanze pericolose;3000.0;0.0
2026;PU;110114;kg;Marche;NP;rifiuti di sgrassaggio diversi da quelli di cui alla voce 11 01 13;19920.0;0.0
2026;PU;110116;kg;Marche;P;resine a scambio ionico saturate o esaurite;0.0;0.0
2026;PU;110198;kg;Marche;P;altri rifiuti contenenti sostanze pericolose;0.0;12000.0
2026;PU;110207;kg;Marche;P;altri rifiuti contenenti sostanze pericolose;12000.0;0.0
2026;PU;110299;kg;Marche;NP;rifiuti non specificati altrimenti;681.0;0.0
2026;PU;110302;kg;Marche;P;altri rifiuti;0.0;400.0
2026;PU;110501;kg;Marche;NP;zinco solido;55360.0;11940.0
2026;PU;110502;kg;Marche;NP;ceneri di zinco;58220.0;61330.0
2026;PU;110503;kg;Marche;P;rifiuti solidi prodotti dal trattamento dei fumi;3710.0;10.0
2026;PU;120101;kg;Marche;NP;limatura e trucioli di metalli ferrosi;711107.0;120711.0
2026;PU;120101;l;Marche;NP;limatura e trucioli di metalli ferrosi;13100.0;100.0
2026;PU;120102;kg;Marche;NP;polveri e particolato di metalli ferrosi;1624102.0;123994.0
2026;PU;120102;l;Marche;NP;polveri e particolato di metalli ferrosi;25210.0;0.0
2026;PU;120103;kg;Marche;NP;limatura e trucioli di metalli non ferrosi;118402.0;45717.0
2026;PU;120103;l;Marche;NP;limatura e trucioli di metalli non ferrosi;16000.0;350.0
2026;PU;120104;kg;Marche;NP;polveri e particolato di metalli non ferrosi;144844.0;5610.0
2026;PU;120104;l;Marche;NP;polveri e particolato di metalli non ferrosi;45000.0;50.0
2026;PU;120105;kg;Marche;NP;limatura e trucioli di materiali plastici;148754.0;3510.0
2026;PU;120107;kg;Marche;P;oli minerali per macchinari, non contenenti alogeni (eccetto emulsioni e soluzioni);200.0;6000.0
2026;PU;120108;kg;Marche;P;emulsioni e soluzioni per macchinari, contenenti alogeni;5350.0;0.0
2026;PU;120109;kg;Marche;P;emulsioni e soluzioni per macchinari, non contenenti alogeni;86576.0;158197.0
2026;PU;120109;l;Marche;P;emulsioni e soluzioni per macchinari, non contenenti alogeni;1130.0;350.0
2026;PU;120112;kg;Marche;P;cere e grassi esauriti;2750.0;0.0
2026;PU;120113;kg;Marche;NP;rifiuti di saldatura;0.0;0.0
2026;PU;120114;kg;Marche;P;fanghi di lavorazione, contenenti sostanze pericolose;8650.0;1.0
2026;PU;120115;kg;Marche;NP;fanghi di lavorazione, diversi da quelli di cui alla voce 12 01 14;22537.0;1000.0
2026;PU;120116;kg;Marche;P;residui di materiale di sabbiatura, contenente sostanze pericolose;12867.0;1260.0
2026;PU;120116;l;Marche;P;residui di materiale di sabbiatura, contenente sostanze pericolose;12000.0;0.0
2026;PU;120117;kg;Marche;NP;residui di materiale di sabbiatura, diversi da quelli di cui alla voce 12 01 16;104028.0;9100.0
2026;PU;120117;l;Marche;NP;residui di materiale di sabbiatura, diversi da quelli di cui alla voce 12 01 16;4000.0;100.0
2026;PU;120118;kg;Marche;P;fanghi metallici (fanghi di rettifica, affilatura e lappatura) contenenti oli;5286.0;0.0
2026;PU;120120;kg;Marche;P;corpi d'utensile e materiali di rettifica esauriti, contenenti sostanze pericolose;746.0;8.0
2026;PU;120121;kg;Marche;NP;corpi d'utensile e materiali di rettifica esauriti, diversi da quelli di cui alla voce 12 01 20;5816.0;687.0
2026;PU;120121;l;Marche;NP;corpi d'utensile e materiali di rettifica esauriti, diversi da quelli di cui alla voce 12 01 20;1000.0;0.0
2026;PU;120199;kg;Marche;NP;rifiuti non specificati altrimenti;258664.0;7785.0
2026;PU;120301;kg;Marche;P;soluzioni acquose di lavaggio;21150.0;0.0
2026;PU;130104;kg;Marche;P;emulsioni clorurate;2500.0;0.0
2026;PU;130105;kg;Marche;P;emulsioni non clorurate;12829.0;23.0
2026;PU;130110;kg;Marche;P;oli minerali per circuiti idraulici, non clorurati;120.0;0.0
2026;PU;130111;l;Marche;P;oli sintetici per circuiti idraulici;0.0;0.0
2026;PU;130113;kg;Marche;P;altri oli per circuiti idraulici;55.0;0.0
2026;PU;130204;kg;Marche;P;oli minerali per motori, ingranaggi e lubrificazione, clorurati;3022.0;182.0
2026;PU;130204;l;Marche;P;oli minerali per motori, ingranaggi e lubrificazione, clorurati;4.0;0.0
2026;PU;130205;kg;Marche;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;26514.0;3030.0
2026;PU;130205;l;Marche;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;365.0;0.0
2026;PU;130206;kg;Marche;P;oli sintetici per motori, ingranaggi e lubrificazione;366.0;64.0
2026;PU;130208;kg;Marche;P;altri oli per motori, ingranaggi e lubrificazione;64149.0;11090.0
2026;PU;130208;l;Marche;P;altri oli per motori, ingranaggi e lubrificazione;1436.0;485.0
2026;PU;130307;kg;Marche;P;oli minerali isolanti e termoconduttori non clorurati;100.0;0.0
2026;PU;130308;kg;Marche;P;oli sintetici isolanti e oli termoconduttori;500.0;40.0
2026;PU;130310;kg;Marche;P;altri oli isolanti e oli termoconduttori;0.0;0.0
2026;PU;130502;kg;Marche;P;fanghi di prodotti di separazione olio/acqua;124.0;0.0
2026;PU;130507;l;Marche;P;acque oleose prodotte da separatori olio/acqua;9000.0;0.0
2026;PU;130701;kg;Marche;P;olio combustibile e carburante diesel;0.0;0.0
2026;PU;130703;l;Marche;P;altri carburanti (comprese le miscele);50.0;0.0
2026;PU;130802;kg;Marche;P;altre emulsioni;72441.0;4500.0
2026;PU;130802;l;Marche;P;altre emulsioni;800.0;0.0
2026;PU;140601;kg;Marche;P;clorofluorocarburi, HCFC, HFC;0.0;0.0
2026;PU;140602;kg;Marche;P;altri solventi e miscele di solventi alogenati;37.0;9.0
2026;PU;140602;l;Marche;P;altri solventi e miscele di solventi alogenati;0.0;0.0
2026;PU;140603;kg;Marche;P;altri solventi e miscele di solventi;25869.0;510.0
2026;PU;140603;l;Marche;P;altri solventi e miscele di solventi;6616.0;0.0
2026;PU;140604;kg;Marche;P;fanghi o rifiuti solidi, contenenti solventi alogenati;39.0;9.0
2026;PU;140605;kg;Marche;P;fanghi o rifiuti solidi, contenenti altri solventi;9028.0;224.0
2026;PU;140605;l;Marche;P;fanghi o rifiuti solidi, contenenti altri solventi;0.0;0.0
2026;PU;150101;kg;Marche;NP;imballaggi di carta e cartone;884313.0;132999.0
2026;PU;150101;l;Marche;NP;imballaggi di carta e cartone;98600.0;31000.0
2026;PU;150102;kg;Marche;NP;imballaggi di plastica;213500.0;29795.0
2026;PU;150102;l;Marche;NP;imballaggi di plastica;41500.0;6010.0
2026;PU;150103;kg;Marche;NP;imballaggi in legno;666042.0;208940.0
2026;PU;150103;l;Marche;NP;imballaggi in legno;74050.0;23400.0
2026;PU;150104;kg;Marche;NP;imballaggi metallici;96388.0;1437.0
2026;PU;150104;l;Marche;NP;imballaggi metallici;0.0;0.0
2026;PU;150105;kg;Marche;NP;imballaggi compositi;334.0;42.0
2026;PU;150106;kg;Marche;NP;imballaggi in materiali misti;558527.0;102766.0
2026;PU;150106;l;Marche;NP;imballaggi in materiali misti;173510.0;24500.0
2026;PU;150107;kg;Marche;NP;imballaggi di vetro;10539.0;52.0
2026;PU;150109;kg;Marche;NP;imballaggi in materia tessile;30.0;0.0
2026;PU;150110;kg;Marche;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;48306.0;7050.0
2026;PU;150110;l;Marche;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;13181.0;5.0
2026;PU;150111;kg;Marche;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;1296.0;113.0
2026;PU;150202;kg;Marche;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;38546.0;4347.0
2026;PU;150202;l;Marche;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;1.0;1.0
2026;PU;150203;kg;Marche;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;43966.0;8128.0
2026;PU;150203;l;Marche;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;4000.0;0.0
2026;PU;160103;kg;Marche;NP;pneumatici fuori uso;122185.0;5713.0
2026;PU;160104;kg;Marche;P;veicoli fuori uso;62739.0;4957.0
2026;PU;160106;kg;Marche;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;428011.0;2930.0
2026;PU;160107;kg;Marche;P;filtri dell'olio;5863.0;1265.0
2026;PU;160107;l;Marche;P;filtri dell'olio;140.0;2.0
2026;PU;160110;kg;Marche;P;componenti esplosivi (ad esempio «air bag»);79.0;0.0
2026;PU;160112;kg;Marche;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;1401.0;239.0
2026;PU;160113;kg;Marche;P;liquidi per freni;150.0;4.0
2026;PU;160113;l;Marche;P;liquidi per freni;5.0;0.0
2026;PU;160114;kg;Marche;P;liquidi antigelo contenenti sostanze pericolose;555.0;95.0
2026;PU;160114;l;Marche;P;liquidi antigelo contenenti sostanze pericolose;135.0;2.0
2026;PU;160115;kg;Marche;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;230.0;0.0
2026;PU;160115;l;Marche;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;0.0;0.0
2026;PU;160117;kg;Marche;NP;metalli ferrosi;104973.0;7864.0
2026;PU;160117;l;Marche;NP;metalli ferrosi;4120.0;65.0
2026;PU;160118;kg;Marche;NP;metalli non ferrosi;9413.0;118.0
2026;PU;160119;kg;Marche;NP;plastica;7497.0;403.0
2026;PU;160119;l;Marche;NP;plastica;4000.0;0.0
2026;PU;160120;kg;Marche;NP;vetro;3160.0;694.0
2026;PU;160121;kg;Marche;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;1839.0;27.0
2026;PU;160122;kg;Marche;NP;componenti non specificati altrimenti;55620.0;4209.0
2026;PU;160211;kg;Marche;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;872.0;195.0
2026;PU;160213;kg;Marche;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;4952.0;8.0
2026;PU;160214;kg;Marche;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;34430.0;2886.0
2026;PU;160215;kg;Marche;P;componenti pericolosi rimossi da apparecchiature fuori uso;0.0;0.0
2026;PU;160216;kg;Marche;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;266916.0;169703.0
2026;PU;160216;l;Marche;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;0.0;0.0
2026;PU;160303;kg;Marche;P;rifiuti inorganici contenenti sostanze pericolose;2026.0;0.0
2026;PU;160304;kg;Marche;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;30592.0;1100.0
2026;PU;160304;l;Marche;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;7133.0;0.0
2026;PU;160305;kg;Marche;P;rifiuti organici contenenti sostanze pericolose;1856.0;15.0
2026;PU;160305;l;Marche;P;rifiuti organici contenenti sostanze pericolose;1000.0;0.0
2026;PU;160306;kg;Marche;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;16192.0;0.0
2026;PU;160306;l;Marche;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;0.0;0.0
2026;PU;160504;kg;Marche;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;12.0;0.0
2026;PU;160504;l;Marche;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;0.0;0.0
2026;PU;160505;kg;Marche;NP;gas in contenitori a pressione, diversi da quelli di cui alla voce 16 05 04;1508.0;0.0
2026;PU;160506;kg;Marche;P;sostanze chimiche di laboratorio contenenti o costituite da sostanze pericolose, comprese le miscele di sostanze chimiche di laboratorio;1009.0;87.0
2026;PU;160509;kg;Marche;NP;sostanze chimiche di scarto diverse da quelle di cui alle voci 16 05 06, 16 05 07 e 16 05 08;7.0;0.0
2026;PU;160601;kg;Marche;P;batterie al piombo;99007.0;15749.0
2026;PU;160601;l;Marche;P;batterie al piombo;60.0;10.0
2026;PU;160602;kg;Marche;P;batterie al nichel-cadmio;19.0;2.0
2026;PU;160604;kg;Marche;NP;batterie alcaline (tranne 16 06 03);225.0;7.0
2026;PU;160605;kg;Marche;NP;altre batterie e accumulatori;1442.0;43.0
2026;PU;160606;kg;Marche;P;elettroliti di batterie e accumulatori, oggetto di raccolta differenziata;0.0;0.0
2026;PU;160708;kg;Marche;P;rifiuti contenenti oli;0.0;0.0
2026;PU;160709;kg;Marche;P;rifiuti contenenti altre sostanze pericolose;0.0;0.0
2026;PU;160801;kg;Marche;NP;catalizzatori esauriti contenenti oro, argento, renio, rodio, palladio, iridio o platino (tranne 16 08 07);605.0;0.0
2026;PU;160807;kg;Marche;P;catalizzatori esauriti contaminati da sostanze pericolose;426.0;0.0
2026;PU;161001;kg;Marche;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;183259.0;7395.0
2026;PU;161001;l;Marche;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;10286.0;0.0
2026;PU;161002;kg;Marche;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;414680.0;94604.0
2026;PU;161002;l;Marche;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;4620.0;690.0
2026;PU;161004;kg;Marche;NP;concentrati acquosi, diversi da quelli di cui alla voce 16 10 03;0.0;0.0
2026;PU;161104;kg;Marche;NP;altri rivestimenti e materiali refrattari provenienti da processi metallurgici, diversi da quelli di cui alla voce 16 11 03;2800.0;0.0
2026;PU;161106;kg;Marche;NP;rivestimenti e materiali refrattari provenienti da lavorazioni non metallurgiche, diversi da quelli di cui alla voce 16 11 05;1050.0;400.0
2026;PU;170101;kg;Marche;NP;cemento;794524.0;34920.0
2026;PU;170102;kg;Marche;NP;mattoni;12360.0;0.0
2026;PU;170103;kg;Marche;NP;mattonelle e ceramiche;405880.0;100.0
2026;PU;170107;kg;Marche;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;42600.0;0.0
2026;PU;170201;kg;Marche;NP;legno;83020.0;55140.0
2026;PU;170202;kg;Marche;NP;vetro;18709.0;0.0
2026;PU;170203;kg;Marche;NP;plastica;8731.0;782.0
2026;PU;170204;kg;Marche;P;vetro, plastica e legno contenenti sostanze pericolose o da esse contaminati;0.0;0.0
2026;PU;170302;kg;Marche;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;884600.0;0.0
2026;PU;170401;kg;Marche;NP;rame, bronzo, ottone;10143.0;603.0
2026;PU;170402;kg;Marche;NP;alluminio;33528.0;3890.0
2026;PU;170403;kg;Marche;NP;piombo;0.0;100.0
2026;PU;170404;kg;Marche;NP;zinco;0.0;54815.0
2026;PU;170405;kg;Marche;NP;ferro e acciaio;523476.0;56450.0
2026;PU;170405;l;Marche;NP;ferro e acciaio;0.0;0.0
2026;PU;170407;kg;Marche;NP;metalli misti;24566.0;4569.0
2026;PU;170410;kg;Marche;P;cavi impregnati di olio, di catrame di carbone o di altre sostanze pericolose;0.0;0.0
2026;PU;170411;kg;Marche;NP;cavi, diversi da quelli di cui alla voce 17 04 10;6962.0;1189.0
2026;PU;170503;kg;Marche;P;terra e rocce, contenenti sostanze pericolose;0.0;0.0
2026;PU;170504;kg;Marche;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;547000.0;0.0
2026;PU;170603;kg;Marche;P;altri materiali isolanti contenenti o costituiti da sostanze pericolose;29418.0;100.0
2026;PU;170603;l;Marche;P;altri materiali isolanti contenenti o costituiti da sostanze pericolose;0.0;0.0
2026;PU;170604;kg;Marche;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;7791.0;3150.0
2026;PU;170605;kg;Marche;P;materiali da costruzione contenenti amianto;9727.0;6046.0
2026;PU;170802;kg;Marche;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;5755.0;5.0
2026;PU;170802;l;Marche;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;0.0;0.0
2026;PU;170903;kg;Marche;P;altri rifiuti dell'attività di costruzione e demolizione (compresi rifiuti misti) contenenti sostanze pericolose;0.0;0.0
2026;PU;170904;kg;Marche;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;2390592.0;95349.0
2026;PU;180103;kg;Marche;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;124907.0;2142.0
