Anno;Provincia impianto;Codice EER;Attivita a destinazione;Unita di misura;Regione;Pericoloso;Descrizione EER;Tipo operazione;Tot_2026-08-03;Tot_2026-09-07;Tot_2026-09-15
2026;LT;170411;R12;kg;Lazio;NP;cavi, diversi da quelli di cui alla voce 17 04 10;R;80093.0;80093.0;80513.0
2026;LT;170411;R4;kg;Lazio;NP;cavi, diversi da quelli di cui alla voce 17 04 10;R;10016.0;10016.0;10016.0
2026;LT;170504;R12;kg;Lazio;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;R;;;3880.0
2026;LT;170504;R5;kg;Lazio;NP;terra e rocce, diverse da quelle di cui alla voce 17 05 03;R;89180650.0;106461640.0;108196770.0
2026;LT;170508;R5;kg;Lazio;NP;pietrisco per massicciate ferroviarie, diverso da quello di cui alla voce 17 05 07;R;4758490.0;4758490.0;4758490.0
2026;LT;170603;D13;kg;Lazio;P;altri materiali isolanti contenenti o costituiti da sostanze pericolose;D;29813.0;30820.0;30820.0
2026;LT;170603;R12;kg;Lazio;P;altri materiali isolanti contenenti o costituiti da sostanze pericolose;R;640.0;640.0;640.0
2026;LT;170604;R12;kg;Lazio;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;R;807590.0;887165.0;909105.0
2026;LT;170604;R13;kg;Lazio;NP;materiali isolanti, diversi da quelli di cui alle voci 17 06 01 e 17 06 03;R;53180.0;76900.0;76900.0
2026;LT;170605;D15;kg;Lazio;P;materiali da costruzione contenenti amianto;D;27.0;27.0;27.0
2026;LT;170801;D13;kg;Lazio;P;materiali da costruzione a base di gesso contaminati da sostanze pericolose;D;380.0;380.0;380.0
2026;LT;170802;R12;kg;Lazio;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;R;8760.0;8760.0;8760.0
2026;LT;170802;R13;kg;Lazio;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;R;6060.0;6060.0;6060.0
2026;LT;170802;R5;kg;Lazio;NP;materiali da costruzione a base di gesso, diversi da quelli di cui alla voce 17 08 01;R;1710.0;1710.0;1710.0
2026;LT;170903;R12;kg;Lazio;P;altri rifiuti dell'attività di costruzione e demolizione (compresi rifiuti misti) contenenti sostanze pericolose;R;9380.0;9380.0;9380.0
2026;LT;170904;R12;kg;Lazio;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R;590419.0;619054.0;619054.0
2026;LT;170904;R13;kg;Lazio;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R;796040.0;828360.0;931727.0
2026;LT;170904;R5;kg;Lazio;NP;rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03;R;74017310.0;88648610.0;89288140.0
2026;LT;180103;R12;kg;Lazio;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;R;1733141.0;2007009.0;2007009.0
2026;LT;180104;R12;kg;Lazio;NP;rifiuti che non devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni (es. bende, ingessature, lenzuola, indumenti monouso, assorbenti igienici);R;1646115.0;1880412.0;1880412.0
2026;LT;180106;D13;kg;Lazio;P;sostanze chimiche pericolose o contenenti sostanze pericolose;D;837557.0;995034.0;995034.0
2026;LT;180106;D14;kg;Lazio;P;sostanze chimiche pericolose o contenenti sostanze pericolose;D;74.0;74.0;74.0
2026;LT;180106;D15;kg;Lazio;P;sostanze chimiche pericolose o contenenti sostanze pericolose;D;9117.0;9117.0;9117.0
2026;LT;180106;D9;kg;Lazio;P;sostanze chimiche pericolose o contenenti sostanze pericolose;D;;1068.0;1068.0
2026;LT;180107;R12;kg;Lazio;NP;sostanze chimiche diverse da quelle di cui alla voce 18 01 06;R;18275.0;23391.0;23391.0
2026;LT;180108;D13;kg;Lazio;P;medicinali citotossici e citostatici;D;605.0;605.0;605.0
2026;LT;180108;R12;kg;Lazio;P;medicinali citotossici e citostatici;R;446.0;446.0;446.0
2026;LT;180109;R12;kg;Lazio;NP;medicinali diversi da quelli di cui alla voce 18 01 08;R;80159.0;134619.0;134619.0
2026;LT;180202;R12;kg;Lazio;P;rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni;R;12977.0;16481.0;16481.0
2026;LT;180208;R12;kg;Lazio;NP;medicinali diversi da quelli di cui alla voce 18 02 07;R;346.0;346.0;346.0
2026;LT;190206;R12;kg;Lazio;NP;fanghi prodotti da trattamenti chimico-fisici, diversi da quelli di cui alla voce 19 02 05;R;2560.0;2560.0;2560.0
2026;LT;190501;R12;kg;Lazio;NP;parte di rifiuti urbani e simili non compostata;R;86440.0;168220.0;168220.0
2026;LT;190501;R3;kg;Lazio;NP;parte di rifiuti urbani e simili non compostata;R;4355226.0;4895703.0;5064543.0
2026;LT;190603;D8;kg;Lazio;NP;liquidi prodotti dal trattamento anaerobico di rifiuti urbani;D;21560272.0;24799801.0;24938359.0
2026;LT;190604;R3;kg;Lazio;NP;digestato prodotto dal trattamento anaerobico di rifiuti urbani;R;575100.0;575100.0;575100.0
2026;LT;190703;D9;kg;Lazio;NP;percolato di discarica, diverso da quello di cui alla voce 19 07 02;D;585430.0;672490.0;672490.0
2026;LT;190801;D13;kg;Lazio;NP;Residui di vagliatura;D;77100.0;102880.0;102880.0
2026;LT;190801;D15;kg;Lazio;NP;Residui di vagliatura;D;;1000.0;1000.0
2026;LT;190801;R12;kg;Lazio;NP;Residui di vagliatura;R;55710.0;69909.0;70549.0
2026;LT;190802;D8;kg;Lazio;NP;rifiuti da dissabbiamento;D;214000.0;253000.0;253000.0
2026;LT;190802;R13;kg;Lazio;NP;rifiuti da dissabbiamento;R;27780.0;27780.0;27780.0
2026;LT;190802;R5;kg;Lazio;NP;rifiuti da dissabbiamento;R;253540.0;299820.0;299820.0
2026;LT;190805;D15;kg;Lazio;NP;fanghi prodotti dal trattamento delle acque reflue urbane;D;5000.0;5000.0;5000.0
2026;LT;190805;D8;kg;Lazio;NP;fanghi prodotti dal trattamento delle acque reflue urbane;D;831280.0;1021240.0;1021240.0
2026;LT;190805;R12;kg;Lazio;NP;fanghi prodotti dal trattamento delle acque reflue urbane;R;8460.0;8460.0;8460.0
2026;LT;190805;R13;kg;Lazio;NP;fanghi prodotti dal trattamento delle acque reflue urbane;R;9240.0;13120.0;13120.0
2026;LT;190805;R3;kg;Lazio;NP;fanghi prodotti dal trattamento delle acque reflue urbane;R;9897920.0;9897920.0;9897920.0
2026;LT;190806;R12;kg;Lazio;P;resine a scambio ionico saturate o esaurite;R;793.0;927.0;927.0
2026;LT;190809;D9;kg;Lazio;NP;miscele di oli e grassi prodotte dalla separazione olio/acqua, contenenti esclusivamente oli e grassi commestibili;D;44440.0;52680.0;52680.0
2026;LT;190812;R12;kg;Lazio;NP;fanghi prodotti dal trattamento biologico di acque reflue industriali, diversi da quelli di cui alla voce 19 08 11;R;40420.0;40587.0;40587.0
2026;LT;190813;D13;kg;Lazio;P;fanghi contenenti sostanze pericolose prodotti da altri trattamenti di acque reflue industriali;D;30320.0;53580.0;53580.0
2026;LT;190813;R12;kg;Lazio;P;fanghi contenenti sostanze pericolose prodotti da altri trattamenti di acque reflue industriali;R;660.0;660.0;660.0
2026;LT;190814;D9;kg;Lazio;NP;fanghi prodotti da altri trattamenti di acque reflue industriali, diversi da quelli di cui alla voce 19 08 13;D;16080.0;16080.0;16080.0
2026;LT;190814;R12;kg;Lazio;NP;fanghi prodotti da altri trattamenti di acque reflue industriali, diversi da quelli di cui alla voce 19 08 13;R;120363.0;121253.0;121631.0
2026;LT;190814;R3;kg;Lazio;NP;fanghi prodotti da altri trattamenti di acque reflue industriali, diversi da quelli di cui alla voce 19 08 13;R;180448.0;208952.0;208952.0
2026;LT;190901;R12;kg;Lazio;NP;rifiuti solidi prodotti dai processi di filtrazione e vaglio primari;R;3480.0;3480.0;3480.0
2026;LT;190904;R12;kg;Lazio;NP;carbone attivo esaurito;R;74.0;74.0;74.0
2026;LT;190905;R12;kg;Lazio;NP;resine a scambio ionico saturate o esaurite;R;14823.0;15019.0;15019.0
2026;LT;191001;R12;kg;Lazio;NP;rifiuti di ferro e acciaio;R;396060.0;396060.0;396060.0
2026;LT;191001;R13;kg;Lazio;NP;rifiuti di ferro e acciaio;R;37330.0;41290.0;41290.0
2026;LT;191001;R4;kg;Lazio;NP;rifiuti di ferro e acciaio;R;12960.0;12960.0;12960.0
2026;LT;191002;R4;kg;Lazio;NP;rifiuti di metalli non ferrosi;R;140030.0;140030.0;140030.0
2026;LT;191004;R12;kg;Lazio;NP;fluff - frazione leggera e polveri, diverse da quelle di cui alla voce 19 10 03;R;74260.0;74260.0;74260.0
2026;LT;191201;R12;kg;Lazio;NP;carta e cartone;R;48800.0;87420.0;87420.0
2026;LT;191201;R3;kg;Lazio;NP;carta e cartone;R;99640.0;99640.0;99640.0
2026;LT;191202;R12;kg;Lazio;NP;metalli ferrosi;R;340710.0;342635.0;342635.0
2026;LT;191202;R13;kg;Lazio;NP;metalli ferrosi;R;12610.0;12610.0;12610.0
2026;LT;191202;R4;kg;Lazio;NP;metalli ferrosi;R;6711027.0;7467742.0;7467742.0
2026;LT;191203;;kg;Lazio;NP;metalli non ferrosi;;5095.0;5095.0;5095.0
2026;LT;191203;R12;kg;Lazio;NP;metalli non ferrosi;R;3560824.0;4051910.0;4080330.0
2026;LT;191203;R4;kg;Lazio;NP;metalli non ferrosi;R;8341071.0;8929621.0;8929621.0
2026;LT;191204;R12;kg;Lazio;NP;plastica e gomma;R;8636004.0;11027584.0;11902344.0
2026;LT;191204;R13;kg;Lazio;NP;plastica e gomma;R;204020.0;383400.0;383400.0
2026;LT;191204;R3;kg;Lazio;NP;plastica e gomma;R;6190138.0;6954078.0;7024078.0
2026;LT;191205;R13;kg;Lazio;NP;vetro;R;416265.0;416265.0;416265.0
2026;LT;191207;R12;kg;Lazio;NP;legno diverso da quello di cui alla voce 19 12 06;R;37660.0;64280.0;64280.0
2026;LT;191207;R13;kg;Lazio;NP;legno diverso da quello di cui alla voce 19 12 06;R;366465.0;426620.0;426620.0
2026;LT;191210;R12;kg;Lazio;NP;rifiuti combustibili (combustibile da rifiuti);R;6615040.0;7846360.0;8082980.0
2026;LT;191210;R13;kg;Lazio;NP;rifiuti combustibili (combustibile da rifiuti);R;900.0;900.0;900.0
2026;LT;191211;D15;kg;Lazio;P;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, contenenti sostanze pericolose;D;259.0;490.0;490.0
2026;LT;191211;R12;kg;Lazio;P;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, contenenti sostanze pericolose;R;205050.0;265466.0;265466.0
2026;LT;191211;R13;kg;Lazio;P;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, contenenti sostanze pericolose;R;1988.0;2366.0;2366.0
2026;LT;191212;D13;kg;Lazio;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;D;329720.0;329720.0;329720.0
2026;LT;191212;R12;kg;Lazio;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;R;19758127.0;23218970.0;23746790.0
2026;LT;191212;R3;kg;Lazio;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;R;13266746.0;14769173.0;14977373.0
2026;LT;191212;R4;kg;Lazio;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;R;535610.0;535610.0;535610.0
2026;LT;200101;R12;kg;Lazio;NP;carta e cartone;R;3262480.0;3941009.0;3942549.0
2026;LT;200101;R13;kg;Lazio;NP;carta e cartone;R;4890024.0;5737924.0;5737924.0
2026;LT;200101;R3;kg;Lazio;NP;carta e cartone;R;1300372.0;1514362.0;1517162.0
2026;LT;200102;R12;kg;Lazio;NP;vetro;R;108320.0;129200.0;129200.0
2026;LT;200102;R13;kg;Lazio;NP;vetro;R;120.0;120.0;120.0
2026;LT;200108;R12;kg;Lazio;NP;rifiuti biodegradabili di cucine e mense;R;17853945.0;20603377.0;21136938.0
2026;LT;200108;R13;kg;Lazio;NP;rifiuti biodegradabili di cucine e mense;R;500612.0;747292.0;747292.0
2026;LT;200108;R3;kg;Lazio;NP;rifiuti biodegradabili di cucine e mense;R;51221398.0;55799246.0;56684679.0
2026;LT;200110;R12;kg;Lazio;NP;abbigliamento;R;11365.0;17285.0;18985.0
2026;LT;200111;R12;kg;Lazio;NP;prodotti tessili;R;53100.0;66320.0;66320.0
2026;LT;200111;R13;kg;Lazio;NP;prodotti tessili;R;360.0;360.0;360.0
2026;LT;200111;R3;kg;Lazio;NP;prodotti tessili;R;30.0;30.0;30.0
2026;LT;200121;R12;kg;Lazio;P;tubi fluorescenti ed altri rifiuti contenenti mercurio;R;16836.0;20121.0;23444.0
2026;LT;200123;R12;kg;Lazio;P;apparecchiature fuori uso contenenti clorofluorocarburi;R;141439.0;195229.0;267440.0
2026;LT;200123;R4;kg;Lazio;P;apparecchiature fuori uso contenenti clorofluorocarburi;R;559.0;559.0;559.0
2026;LT;200125;R12;kg;Lazio;NP;oli e grassi commestibili;R;1376.0;1376.0;1376.0
2026;LT;200125;R13;kg;Lazio;NP;oli e grassi commestibili;R;150.0;150.0;150.0
2026;LT;200125;R9;kg;Lazio;NP;oli e grassi commestibili;R;160400.0;160400.0;160400.0
2026;LT;200127;D13;kg;Lazio;P;vernici, inchiostri, adesivi e resine contenenti sostanze pericolose;D;4237.0;6789.0;6789.0
2026;LT;200127;R12;kg;Lazio;P;vernici, inchiostri, adesivi e resine contenenti sostanze pericolose;R;353239.0;397861.0;397861.0
2026;LT;200128;R12;kg;Lazio;NP;vernici, inchiostri, adesivi e resine, diversi da quelli di cui alla voce 20 01 27;R;2663.0;4517.0;4517.0
2026;LT;200131;R12;kg;Lazio;P;medicinali citotossici e citostatici;R;6017.0;6017.0;6017.0
2026;LT;200132;R12;kg;Lazio;NP;medicinali diversi da quelli di cui alla voce 20 01 31;R;9002.0;12931.0;12931.0
2026;LT;200132;R13;kg;Lazio;NP;medicinali diversi da quelli di cui alla voce 20 01 31;R;500.0;500.0;500.0
2026;LT;200133;R12;kg;Lazio;P;batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03, nonché batterie e accumulatori non suddivisi contenenti tali batterie;R;7630.0;7630.0;7630.0
2026;LT;200133;R4;kg;Lazio;P;batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03, nonché batterie e accumulatori non suddivisi contenenti tali batterie;R;;186.0;186.0
2026;LT;200134;R13;kg;Lazio;NP;batterie e accumulatori, diversi da quelli di cui alla voce 20 01 33;R;420.0;420.0;420.0
2026;LT;200135;R12;kg;Lazio;P;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi (2);R;37181.0;45516.0;51036.0
2026;LT;200136;R12;kg;Lazio;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;R;5955017.0;6869598.0;6916764.0
2026;LT;200136;R13;kg;Lazio;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;R;4020.0;4020.0;4020.0
2026;LT;200136;R4;kg;Lazio;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;R;77000.0;77000.0;77000.0
2026;LT;200138;R12;kg;Lazio;NP;legno diverso da quello di cui alla voce 20 01 37;R;2069707.0;2499627.0;2508327.0
2026;LT;200138;R13;kg;Lazio;NP;legno diverso da quello di cui alla voce 20 01 37;R;2263760.0;2692550.0;2692550.0
2026;LT;200138;R3;kg;Lazio;NP;legno diverso da quello di cui alla voce 20 01 37;R;6320.0;6320.0;6320.0
2026;LT;200139;R12;kg;Lazio;NP;plastica;R;272177.0;326777.0;326777.0
2026;LT;200139;R13;kg;Lazio;NP;plastica;R;143260.0;197950.0;197950.0
2026;LT;200139;R3;kg;Lazio;NP;plastica;R;800.0;800.0;800.0
2026;LT;200140;R12;kg;Lazio;NP;metalli;R;2551210.0;3047670.0;3047670.0
2026;LT;200140;R13;kg;Lazio;NP;metalli;R;184980.0;197420.0;197420.0
2026;LT;200140;R3;kg;Lazio;NP;metalli;R;1040.0;1040.0;1040.0
2026;LT;200140;R4;kg;Lazio;NP;metalli;R;227060.0;292920.0;308440.0
2026;LT;200201;R12;kg;Lazio;NP;rifiuti biodegradabili;R;3707463.0;4224723.0;4236243.0
2026;LT;200201;R13;kg;Lazio;NP;rifiuti biodegradabili;R;189010.0;189010.0;189010.0
2026;LT;200201;R3;kg;Lazio;NP;rifiuti biodegradabili;R;16969060.0;17148700.0;17198600.0
2026;LT;200203;R12;kg;Lazio;NP;altri rifiuti non biodegradabili;R;29600.0;32080.0;32080.0
2026;LT;200203;R13;kg;Lazio;NP;altri rifiuti non biodegradabili;R;18600.0;20860.0;20860.0
2026;LT;200301;R12;kg;Lazio;NP;rifiuti urbani non differenziati;R;358417.0;387684.0;399844.0
2026;LT;200301;R13;kg;Lazio;NP;rifiuti urbani non differenziati;R;1629680.0;1958820.0;1958820.0
2026;LT;200301;R3;kg;Lazio;NP;rifiuti urbani non differenziati;R;171209127.0;196392387.0;198302417.0
2026;LT;200302;R12;kg;Lazio;NP;rifiuti dei mercati;R;16190.0;18374.0;20734.0
2026;LT;200302;R3;kg;Lazio;NP;rifiuti dei mercati;R;1213055.0;1232711.0;1253951.0
2026;LT;200303;R12;kg;Lazio;NP;residui della pulizia stradale;R;755775.0;896515.0;897815.0
2026;LT;200303;R13;kg;Lazio;NP;residui della pulizia stradale;R;16777105.0;19456575.0;19456575.0
2026;LT;200303;R5;kg;Lazio;NP;residui della pulizia stradale;R;4138720.0;4929180.0;4929180.0
2026;LT;200304;D15;kg;Lazio;NP;fanghi delle fosse settiche;D;14200.0;14200.0;14200.0
2026;LT;200304;D8;kg;Lazio;NP;fanghi delle fosse settiche;D;5018210.0;6877960.0;6877960.0
2026;LT;200304;D9;kg;Lazio;NP;fanghi delle fosse settiche;D;315280.0;315280.0;315280.0
2026;LT;200306;D15;kg;Lazio;NP;rifiuti della pulizia delle fognature;D;54000.0;54000.0;54000.0
2026;LT;200306;D8;kg;Lazio;NP;rifiuti della pulizia delle fognature;D;4409660.0;5426600.0;5426600.0
2026;LT;200306;R5;kg;Lazio;NP;rifiuti della pulizia delle fognature;R;22400.0;35200.0;35200.0
2026;LT;200307;R12;kg;Lazio;NP;rifiuti ingombranti;R;7853231.0;9214559.0;9433952.0
2026;LT;200307;R13;kg;Lazio;NP;rifiuti ingombranti;R;12595430.0;14968690.0;14968690.0
2026;LT;200307;R4;kg;Lazio;NP;rifiuti ingombranti;R;;110.0;110.0
2026;LT;200399;R12;kg;Lazio;NP;rifiuti urbani non specificati altrimenti;R;91098.0;91098.0;91098.0
2026;LU;010410;R5;kg;Toscana;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;R;51300.0;53720.0;53720.0
2026;LU;010413;R5;kg;Toscana;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;R;19109310.0;20987960.0;20987960.0
2026;LU;030307;R12;kg;Toscana;NP;scarti della separazione meccanica nella produzione di polpa da rifiuti di carta e cartone;R;6090.0;6090.0;15110.0
2026;LU;070213;R12;kg;Toscana;NP;rifiuti plastici;R;202.0;289.0;289.0
2026;LU;070213;R13;kg;Toscana;NP;rifiuti plastici;R;4800.0;4800.0;4800.0
2026;LU;070213;R3;kg;Toscana;NP;rifiuti plastici;R;327323.0;506315.0;506315.0
2026;LU;100908;R5;kg;Toscana;NP;forme e anime da fonderia utilizzate, diverse da quelle di cui alla voce 10 09 07;R;3638360.0;4312900.0;4312900.0
2026;LU;101201;R5;kg;Toscana;NP;residui di miscela non sottoposti a trattamento termico;R;1320.0;1320.0;1320.0
2026;LU;101206;R5;kg;Toscana;NP;stampi di scarto;R;174160.0;194020.0;194020.0
2026;LU;101208;R5;kg;Toscana;NP;scarti di ceramica, mattoni, mattonelle e materiali da costruzione (sottoposti a trattamento termico);R;4068.0;4068.0;4068.0
2026;LU;101311;R5;kg;Toscana;NP;rifiuti della produzione di materiali compositi a base di cemento, diversi da quelli di cui alle voci 10 13 09 e 10 13 10;R;157240.0;162780.0;162780.0
2026;LU;110105;R5;kg;Toscana;P;acidi di decappaggio;R;13289690.0;16114490.0;17165690.0
2026;LU;120101;R13;kg;Toscana;NP;limatura e trucioli di metalli ferrosi;R;195960.0;267110.0;267110.0
2026;LU;120101;R4;kg;Toscana;NP;limatura e trucioli di metalli ferrosi;R;202685.0;291675.0;291675.0
2026;LU;120102;R13;kg;Toscana;NP;polveri e particolato di metalli ferrosi;R;2757.0;2757.0;2757.0
2026;LU;120102;R4;kg;Toscana;NP;polveri e particolato di metalli ferrosi;R;331570.0;385350.0;385350.0
2026;LU;120103;R13;kg;Toscana;NP;limatura e trucioli di metalli non ferrosi;R;292289.0;324739.0;324739.0
2026;LU;120103;R4;kg;Toscana;NP;limatura e trucioli di metalli non ferrosi;R;8750.0;9150.0;9150.0
2026;LU;120104;R4;kg;Toscana;NP;polveri e particolato di metalli non ferrosi;R;5915.0;5915.0;5915.0
2026;LU;120105;R3;kg;Toscana;NP;limatura e trucioli di materiali plastici;R;22190.0;22310.0;22310.0
2026;LU;120117;R5;kg;Toscana;NP;residui di materiale di sabbiatura, diversi da quelli di cui alla voce 12 01 16;R;322080.0;322080.0;322080.0
2026;LU;120199;R13;kg;Toscana;NP;rifiuti non specificati altrimenti;R;30110.0;32420.0;32420.0
2026;LU;120199;R4;kg;Toscana;NP;rifiuti non specificati altrimenti;R;222110.0;301075.0;305415.0
2026;LU;150101;R13;kg;Toscana;NP;imballaggi di carta e cartone;R;97200.0;112800.0;112800.0
2026;LU;150101;R3;kg;Toscana;NP;imballaggi di carta e cartone;R;28407534.0;32277989.0;33797999.0
2026;LU;150102;R12;kg;Toscana;NP;imballaggi di plastica;R;697336.0;780956.0;902926.0
2026;LU;150102;R13;kg;Toscana;NP;imballaggi di plastica;R;400150.0;455990.0;455990.0
2026;LU;150102;R3;kg;Toscana;NP;imballaggi di plastica;R;2708814.0;2836210.0;2836210.0
2026;LU;150103;R12;kg;Toscana;NP;imballaggi in legno;R;609924.0;730024.0;837184.0
2026;LU;150103;R3;kg;Toscana;NP;imballaggi in legno;R;158571.0;182181.0;182181.0
2026;LU;150104;R13;kg;Toscana;NP;imballaggi metallici;R;265940.0;360720.0;360720.0
2026;LU;150104;R4;kg;Toscana;NP;imballaggi metallici;R;1361600.0;1677477.0;1750309.0
2026;LU;150105;;kg;Toscana;NP;imballaggi compositi;;22210.0;26390.0;26390.0
2026;LU;150105;R12;kg;Toscana;NP;imballaggi compositi;R;;70.0;70.0
2026;LU;150105;R13;kg;Toscana;NP;imballaggi compositi;R;8120.0;8120.0;8120.0
2026;LU;150105;R3;kg;Toscana;NP;imballaggi compositi;R;7600.0;7600.0;7600.0
2026;LU;150106;R12;kg;Toscana;NP;imballaggi in materiali misti;R;2668985.0;3118265.0;3479115.0
2026;LU;150106;R13;kg;Toscana;NP;imballaggi in materiali misti;R;7559840.0;8495053.0;8495053.0
2026;LU;150106;R3;kg;Toscana;NP;imballaggi in materiali misti;R;216850.0;281530.0;296860.0
2026;LU;150107;;kg;Toscana;NP;imballaggi di vetro;;2322920.0;3024880.0;3024880.0
2026;LU;150107;R13;kg;Toscana;NP;imballaggi di vetro;R;789810.0;987550.0;987550.0
2026;LU;150110;R4;kg;Toscana;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;426945.0;459135.0;465615.0
