Anno;Provincia impianto;Codice EER;Attivita a destinazione;Unita di misura;Regione;Pericoloso;Descrizione EER;Tipo operazione;Tot_2026-08-03;Tot_2026-09-07;Tot_2026-09-15
2026;LT;020304;R9;kg;Lazio;NP;scarti inutilizzabili per il consumo o la trasformazione;R;9510356.0;11395793.0;11395793.0
2026;LT;020305;R10;kg;Lazio;NP;fanghi da trattamento in loco degli effluenti;R;39600.0;332900.0;332900.0
2026;LT;020305;R3;kg;Lazio;NP;fanghi da trattamento in loco degli effluenti;R;72860.0;72860.0;72860.0
2026;LT;020502;R3;kg;Lazio;NP;fanghi da trattamento in loco degli effluenti;R;611970.0;611970.0;611970.0
2026;LT;020603;D8;kg;Lazio;NP;fanghi da trattamento in loco degli effluenti;D;75380.0;84640.0;84640.0
2026;LT;020704;R12;kg;Lazio;NP;scarti inutilizzabili per il consumo o la trasformazione;R;9980.0;9980.0;9980.0
2026;LT;020704;R3;kg;Lazio;NP;scarti inutilizzabili per il consumo o la trasformazione;R;5340.0;5340.0;5340.0
2026;LT;020705;R3;kg;Lazio;NP;fanghi da trattamento in loco degli effluenti;R;10160.0;10160.0;10160.0
2026;LT;030105;R12;kg;Lazio;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R;215926.0;248226.0;248226.0
2026;LT;030105;R13;kg;Lazio;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R;50720.0;56840.0;56840.0
2026;LT;030307;R12;kg;Lazio;NP;scarti della separazione meccanica nella produzione di polpa da rifiuti di carta e cartone;R;751840.0;817640.0;843730.0
2026;LT;030310;R3;kg;Lazio;NP;scarti di fibre e fanghi contenenti fibre, riempitivi e prodotti di rivestimento generati dai processi di separazione meccanica;R;148760.0;148760.0;148760.0
2026;LT;030311;R3;kg;Lazio;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 03 03 10;R;1260430.0;1260430.0;1260430.0
2026;LT;040209;R12;kg;Lazio;NP;rifiuti da materiali compositi (fibre impregnate, elastomeri, plastomeri);R;94268.0;102848.0;102848.0
2026;LT;040222;R12;kg;Lazio;NP;rifiuti da fibre tessili lavorate;R;101990.0;133450.0;133450.0
2026;LT;060405;D14;kg;Lazio;P;rifiuti contenenti altri metalli pesanti;D;982.0;982.0;982.0
2026;LT;060503;R12;kg;Lazio;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 06 05 02;R;;588.0;588.0
2026;LT;061302;R12;kg;Lazio;P;carbone attivo esaurito (tranne 06 07 02);R;3640.0;3640.0;3640.0
2026;LT;070201;D13;kg;Lazio;P;soluzioni acquose di lavaggio e acque madri;D;3540.0;3540.0;3540.0
2026;LT;070213;D13;kg;Lazio;NP;rifiuti plastici;D;4637.0;4637.0;4637.0
2026;LT;070213;R12;kg;Lazio;NP;rifiuti plastici;R;1507371.0;1673867.0;1673867.0
2026;LT;070213;R13;kg;Lazio;NP;rifiuti plastici;R;30653.0;39593.0;39593.0
2026;LT;070213;R3;kg;Lazio;NP;rifiuti plastici;R;33400.0;49400.0;49400.0
2026;LT;070214;R12;kg;Lazio;P;rifiuti prodotti da additivi, contenenti sostanze pericolose;R;1776.0;1776.0;1776.0
2026;LT;070215;R12;kg;Lazio;NP;rifiuti prodotti da additivi, diversi da quelli di cui alla voce 07 02 14;R;21160.0;21160.0;21160.0
2026;LT;070299;R12;kg;Lazio;NP;rifiuti non specificati altrimenti;R;902945.0;1080165.0;1095725.0
2026;LT;070299;R3;kg;Lazio;NP;rifiuti non specificati altrimenti;R;1147720.0;1147720.0;1147720.0
2026;LT;070501;D13;kg;Lazio;P;soluzioni acquose di lavaggio e acque madri;D;4290.0;4290.0;4290.0
2026;LT;070504;D13;kg;Lazio;P;altri solventi organici, soluzioni di lavaggio e acque madri;D;608.0;608.0;608.0
2026;LT;070508;D13;kg;Lazio;P;altri fondi e residui di reazione;D;874.0;874.0;874.0
2026;LT;070508;R12;kg;Lazio;P;altri fondi e residui di reazione;R;983.0;1244.0;1244.0
2026;LT;070510;D13;kg;Lazio;P;altri residui di filtrazione e assorbenti esauriti;D;919.0;919.0;919.0
2026;LT;070510;R12;kg;Lazio;P;altri residui di filtrazione e assorbenti esauriti;R;14435.0;15006.0;15006.0
2026;LT;070512;D13;kg;Lazio;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 07 05 11;D;14953.0;14953.0;14953.0
2026;LT;070512;R12;kg;Lazio;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 07 05 11;R;21255.0;22582.0;22582.0
2026;LT;070513;R12;kg;Lazio;P;rifiuti solidi contenenti sostanze pericolose;R;247174.0;279719.0;279719.0
2026;LT;070514;R12;kg;Lazio;NP;rifiuti solidi diversi da quelli di cui alla voce 07 05 13;R;384839.0;421664.0;421664.0
2026;LT;070608;D13;kg;Lazio;P;altri fondi e residui di reazione;D;1900.0;1900.0;1900.0
2026;LT;070608;R12;kg;Lazio;P;altri fondi e residui di reazione;R;158.0;2354.0;2354.0
2026;LT;070612;D9;kg;Lazio;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;D;69560.0;79100.0;79100.0
2026;LT;070612;R12;kg;Lazio;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;R;19538.0;19538.0;19538.0
2026;LT;070704;D13;kg;Lazio;P;altri solventi organici, soluzioni di lavaggio e acque madri;D;603.0;603.0;603.0
2026;LT;080111;D13;kg;Lazio;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;D;2169.0;7716.0;7716.0
2026;LT;080111;R12;kg;Lazio;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;R;49466.0;57453.0;57453.0
2026;LT;080112;R12;kg;Lazio;NP;pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11;R;3554.0;7863.0;7863.0
2026;LT;080116;R12;kg;Lazio;NP;fanghi acquosi contenenti pitture e vernici, diversi da quelli di cui alla voce 08 01 15;R;;2002.0;2002.0
2026;LT;080118;R12;kg;Lazio;NP;fanghi prodotti dalla rimozione di pitture e vernici, diversi da quelli di cui alla voce 08 01 17;R;;43070.0;47870.0
2026;LT;080120;R12;kg;Lazio;NP;sospensioni acquose contenenti pitture e vernici, diverse da quelle di cui alla voce 08 01 19;R;85.0;85.0;85.0
2026;LT;080121;D13;kg;Lazio;P;residui di pittura o di sverniciatori;D;395.0;957.0;957.0
2026;LT;080121;R12;kg;Lazio;P;residui di pittura o di sverniciatori;R;4319.0;4999.0;4999.0
2026;LT;080201;R12;kg;Lazio;NP;polveri di scarti di rivestimenti;R;;1420.0;1420.0
2026;LT;080312;R12;kg;Lazio;P;scarti di inchiostro, contenenti sostanze pericolose;R;9478.0;11452.0;11452.0
2026;LT;080314;R12;kg;Lazio;P;fanghi di inchiostro, contenenti sostanze pericolose;R;1615.0;2034.0;2034.0
2026;LT;080317;D13;kg;Lazio;P;toner per stampa esauriti, contenenti sostanze pericolose;D;2175.0;4295.0;4295.0
2026;LT;080317;R12;kg;Lazio;P;toner per stampa esauriti, contenenti sostanze pericolose;R;1160.0;1720.0;1720.0
2026;LT;080318;R12;kg;Lazio;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;R;7422.0;9841.0;9841.0
2026;LT;080318;R13;kg;Lazio;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;R;1200.0;1200.0;1200.0
2026;LT;080409;D13;kg;Lazio;P;adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose;D;750.0;951.0;951.0
2026;LT;080409;R12;kg;Lazio;P;adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose;R;38984.0;40484.0;40484.0
2026;LT;080410;D13;kg;Lazio;NP;adesivi e sigillanti di scarto, diversi da quelli di cui alla voce 08 04 09;D;4460.0;4460.0;4460.0
2026;LT;080410;R12;kg;Lazio;NP;adesivi e sigillanti di scarto, diversi da quelli di cui alla voce 08 04 09;R;18932.0;20163.0;20163.0
2026;LT;080415;R12;kg;Lazio;P;rifiuti liquidi acquosi contenenti adesivi o sigillanti, contenenti solventi organici o altre sostanze pericolose;R;2.0;2.0;2.0
2026;LT;090107;R12;kg;Lazio;NP;carta e pellicole per fotografia, contenenti argento o composti dell'argento;R;10433.0;10563.0;10563.0
2026;LT;090108;R12;kg;Lazio;NP;carta e pellicole per fotografia, non contenenti argento o composti dell'argento;R;81.0;192.0;192.0
2026;LT;101208;R5;kg;Lazio;NP;scarti di ceramica, mattoni, mattonelle e materiali da costruzione (sottoposti a trattamento termico);R;414290.0;414290.0;414290.0
2026;LT;101311;R5;kg;Lazio;NP;rifiuti della produzione di materiali compositi a base di cemento, diversi da quelli di cui alle voci 10 13 09 e 10 13 10;R;682620.0;982620.0;982620.0
2026;LT;110108;R12;kg;Lazio;P;fanghi di fosfatazione;R;200.0;200.0;200.0
2026;LT;120101;R12;kg;Lazio;NP;limatura e trucioli di metalli ferrosi;R;595649.0;876699.0;876699.0
2026;LT;120101;R13;kg;Lazio;NP;limatura e trucioli di metalli ferrosi;R;3050.0;3050.0;3050.0
2026;LT;120101;R4;kg;Lazio;NP;limatura e trucioli di metalli ferrosi;R;2325766.0;2667236.0;2667236.0
2026;LT;120102;R12;kg;Lazio;NP;polveri e particolato di metalli ferrosi;R;6283.0;6283.0;6283.0
2026;LT;120102;R4;kg;Lazio;NP;polveri e particolato di metalli ferrosi;R;143223.0;213863.0;213863.0
2026;LT;120103;R12;kg;Lazio;NP;limatura e trucioli di metalli non ferrosi;R;5265.0;5265.0;6475.0
2026;LT;120103;R13;kg;Lazio;NP;limatura e trucioli di metalli non ferrosi;R;43158.0;43158.0;43158.0
2026;LT;120103;R4;kg;Lazio;NP;limatura e trucioli di metalli non ferrosi;R;57634.0;67488.0;67488.0
2026;LT;120105;R12;kg;Lazio;NP;limatura e trucioli di materiali plastici;R;463193.0;504907.0;530837.0
2026;LT;120105;R13;kg;Lazio;NP;limatura e trucioli di materiali plastici;R;105800.0;126020.0;126020.0
2026;LT;120105;R3;kg;Lazio;NP;limatura e trucioli di materiali plastici;R;648600.0;828000.0;843800.0
2026;LT;120109;R12;kg;Lazio;P;emulsioni e soluzioni per macchinari, non contenenti alogeni;R;10.0;10.0;10.0
2026;LT;120112;R12;kg;Lazio;P;cere e grassi esauriti;R;11829.0;11911.0;11911.0
2026;LT;120114;R12;kg;Lazio;P;fanghi di lavorazione, contenenti sostanze pericolose;R;325.0;429.0;429.0
2026;LT;120116;D13;kg;Lazio;P;residui di materiale di sabbiatura, contenente sostanze pericolose;D;298.0;298.0;298.0
2026;LT;120116;D14;kg;Lazio;P;residui di materiale di sabbiatura, contenente sostanze pericolose;D;161.0;161.0;161.0
2026;LT;120116;R12;kg;Lazio;P;residui di materiale di sabbiatura, contenente sostanze pericolose;R;5280.0;6435.0;6435.0
2026;LT;120117;R12;kg;Lazio;NP;residui di materiale di sabbiatura, diversi da quelli di cui alla voce 12 01 16;R;6082.0;6082.0;6082.0
2026;LT;120118;R12;kg;Lazio;P;fanghi metallici (fanghi di rettifica, affilatura e lappatura) contenenti oli;R;3594.0;4356.0;4356.0
2026;LT;120120;R12;kg;Lazio;P;corpi d'utensile e materiali di rettifica esauriti, contenenti sostanze pericolose;R;1998.0;3008.0;3008.0
2026;LT;120121;R12;kg;Lazio;NP;corpi d'utensile e materiali di rettifica esauriti, diversi da quelli di cui alla voce 12 01 20;R;350.0;510.0;510.0
2026;LT;120199;R4;kg;Lazio;NP;rifiuti non specificati altrimenti;R;449674.0;525254.0;525254.0
2026;LT;130110;R12;kg;Lazio;P;oli minerali per circuiti idraulici, non clorurati;R;831.0;831.0;831.0
2026;LT;130205;R12;kg;Lazio;P;oli minerali per motori, ingranaggi e lubrificazione, non clorurati;R;625.0;625.0;625.0
2026;LT;130207;R12;kg;Lazio;P;oli per motori, ingranaggi e lubrificazione, facilmente biodegradabili;R;5890.0;5890.0;5890.0
2026;LT;130208;R12;kg;Lazio;P;altri oli per motori, ingranaggi e lubrificazione;R;3463.0;3717.0;3717.0
2026;LT;130802;R12;kg;Lazio;P;altre emulsioni;R;8633.0;8633.0;8633.0
2026;LT;140603;R12;kg;Lazio;P;altri solventi e miscele di solventi;R;;1.0;1.0
2026;LT;140604;R12;kg;Lazio;P;fanghi o rifiuti solidi, contenenti solventi alogenati;R;43.0;43.0;43.0
2026;LT;150101;;kg;Lazio;NP;imballaggi di carta e cartone;;14050.0;35251.0;35251.0
2026;LT;150101;R12;kg;Lazio;NP;imballaggi di carta e cartone;R;3630579.0;4399019.0;4416519.0
2026;LT;150101;R13;kg;Lazio;NP;imballaggi di carta e cartone;R;23076067.0;27031022.0;27031022.0
2026;LT;150101;R3;kg;Lazio;NP;imballaggi di carta e cartone;R;2133592.0;2418012.0;2467352.0
2026;LT;150102;;kg;Lazio;NP;imballaggi di plastica;;10500.0;22000.0;22000.0
2026;LT;150102;R12;kg;Lazio;NP;imballaggi di plastica;R;1934576.0;2255720.0;2263780.0
2026;LT;150102;R13;kg;Lazio;NP;imballaggi di plastica;R;1934990.0;2287370.0;2287370.0
2026;LT;150102;R3;kg;Lazio;NP;imballaggi di plastica;R;572964.0;686044.0;696224.0
2026;LT;150103;R12;kg;Lazio;NP;imballaggi in legno;R;1114731.0;1323605.0;1325105.0
2026;LT;150103;R13;kg;Lazio;NP;imballaggi in legno;R;666590.0;767380.0;767380.0
2026;LT;150103;R3;kg;Lazio;NP;imballaggi in legno;R;3630.0;3630.0;3630.0
2026;LT;150104;;kg;Lazio;NP;imballaggi metallici;;;10750.0;10750.0
2026;LT;150104;R12;kg;Lazio;NP;imballaggi metallici;R;100339.0;121881.0;121881.0
2026;LT;150104;R13;kg;Lazio;NP;imballaggi metallici;R;53990.0;59670.0;59670.0
2026;LT;150104;R4;kg;Lazio;NP;imballaggi metallici;R;650082.0;736762.0;740942.0
2026;LT;150105;R12;kg;Lazio;NP;imballaggi compositi;R;102831.0;111101.0;111101.0
2026;LT;150105;R13;kg;Lazio;NP;imballaggi compositi;R;91063.0;117913.0;117913.0
2026;LT;150106;;kg;Lazio;NP;imballaggi in materiali misti;;32060.0;32060.0;32060.0
2026;LT;150106;R12;kg;Lazio;NP;imballaggi in materiali misti;R;11070609.0;13764485.0;14062205.0
2026;LT;150106;R13;kg;Lazio;NP;imballaggi in materiali misti;R;28770249.0;33407284.0;33407284.0
2026;LT;150106;R3;kg;Lazio;NP;imballaggi in materiali misti;R;150460.0;174230.0;174230.0
2026;LT;150106;R4;kg;Lazio;NP;imballaggi in materiali misti;R;3135.0;3135.0;3135.0
2026;LT;150107;R12;kg;Lazio;NP;imballaggi di vetro;R;2612310.0;3173939.0;3186839.0
2026;LT;150107;R13;kg;Lazio;NP;imballaggi di vetro;R;882600.0;1031740.0;1031740.0
2026;LT;150107;R3;kg;Lazio;NP;imballaggi di vetro;R;660.0;660.0;660.0
2026;LT;150110;D13;kg;Lazio;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;D;13173.0;23817.0;23817.0
2026;LT;150110;R12;kg;Lazio;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;331648.0;387554.0;396904.0
2026;LT;150110;R13;kg;Lazio;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;213.0;219.0;219.0
2026;LT;150202;D13;kg;Lazio;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;D;9681.0;19816.0;19816.0
2026;LT;150202;R12;kg;Lazio;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;R;199134.0;217861.0;217861.0
2026;LT;150203;R12;kg;Lazio;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R;1242550.0;2057677.0;2301744.0
2026;LT;150203;R13;kg;Lazio;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R;6100.0;8320.0;8320.0
2026;LT;160103;R12;kg;Lazio;NP;pneumatici fuori uso;R;6905611.0;7787649.0;8202106.0
2026;LT;160103;R13;kg;Lazio;NP;pneumatici fuori uso;R;3869118.0;4753868.0;4753868.0
2026;LT;160103;R3;kg;Lazio;NP;pneumatici fuori uso;R;3676011.0;4104277.0;4158739.0
2026;LT;160104;R12;kg;Lazio;P;veicoli fuori uso;R;3126439.0;3985041.0;4205541.0
2026;LT;160104;R13;kg;Lazio;P;veicoli fuori uso;R;6628455.0;7642589.0;7642589.0
2026;LT;160104;R4;kg;Lazio;P;veicoli fuori uso;R;106900.0;121980.0;121980.0
2026;LT;160106;R12;kg;Lazio;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R;2364856.0;3770101.0;3770101.0
2026;LT;160106;R13;kg;Lazio;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R;4176061.0;4856151.0;4856151.0
2026;LT;160106;R4;kg;Lazio;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R;4963288.0;5461982.0;5551174.0
2026;LT;160107;R12;kg;Lazio;P;filtri dell'olio;R;15426.0;15426.0;15426.0
2026;LT;160112;R12;kg;Lazio;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;R;19505.0;20345.0;24860.0
2026;LT;160112;R4;kg;Lazio;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;R;10685.0;11755.0;11905.0
2026;LT;160114;R12;kg;Lazio;P;liquidi antigelo contenenti sostanze pericolose;R;1049.0;1049.0;1049.0
2026;LT;160116;R4;kg;Lazio;NP;serbatoi per gas liquefatto;R;11516.0;11516.0;11516.0
2026;LT;160117;R12;kg;Lazio;NP;metalli ferrosi;R;85150.0;135899.0;135899.0
2026;LT;160117;R13;kg;Lazio;NP;metalli ferrosi;R;15600.0;15600.0;15600.0
2026;LT;160117;R4;kg;Lazio;NP;metalli ferrosi;R;2266201.0;2615461.0;2628866.0
2026;LT;160118;R12;kg;Lazio;NP;metalli non ferrosi;R;402686.0;407118.0;407118.0
2026;LT;160118;R4;kg;Lazio;NP;metalli non ferrosi;R;75115.0;78710.0;78710.0
2026;LT;160119;R12;kg;Lazio;NP;plastica;R;61963.0;70343.0;72543.0
2026;LT;160119;R3;kg;Lazio;NP;plastica;R;151.0;151.0;151.0
2026;LT;160120;R12;kg;Lazio;NP;vetro;R;42682.0;42972.0;42972.0
2026;LT;160121;D13;kg;Lazio;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;D;;3170.0;3170.0
2026;LT;160121;R12;kg;Lazio;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;R;37791.0;46781.0;47521.0
2026;LT;160122;D13;kg;Lazio;NP;componenti non specificati altrimenti;D;28.0;28.0;28.0
2026;LT;160122;R12;kg;Lazio;NP;componenti non specificati altrimenti;R;9123.0;20139.0;20139.0
2026;LT;160122;R4;kg;Lazio;NP;componenti non specificati altrimenti;R;810718.0;834648.0;843748.0
2026;LT;160209;R12;kg;Lazio;P;trasformatori e condensatori contenenti PCB;R;3620.0;3620.0;3620.0
2026;LT;160211;R12;kg;Lazio;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;R;116755.0;144338.0;162005.0
2026;LT;160213;;kg;Lazio;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;;16994.0;16994.0;16994.0
2026;LT;160213;R12;kg;Lazio;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R;623291.0;806065.0;835159.0
2026;LT;160214;;kg;Lazio;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;;4358.0;4358.0;4358.0
2026;LT;160214;R12;kg;Lazio;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;2865125.0;3402837.0;3418480.0
2026;LT;160214;R13;kg;Lazio;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;21780.0;28760.0;28760.0
2026;LT;160214;R4;kg;Lazio;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;570623.0;851069.0;851069.0
2026;LT;160215;R12;kg;Lazio;P;componenti pericolosi rimossi da apparecchiature fuori uso;R;34244.0;44231.0;45446.0
2026;LT;160216;R12;kg;Lazio;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R;304798.0;345965.0;346274.0
2026;LT;160216;R4;kg;Lazio;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R;77317.0;77317.0;77317.0
2026;LT;160303;D13;kg;Lazio;P;rifiuti inorganici contenenti sostanze pericolose;D;1608.0;1608.0;1608.0
2026;LT;160303;D14;kg;Lazio;P;rifiuti inorganici contenenti sostanze pericolose;D;143.0;143.0;143.0
2026;LT;160303;R12;kg;Lazio;P;rifiuti inorganici contenenti sostanze pericolose;R;2300.0;2300.0;2300.0
2026;LT;160304;D13;kg;Lazio;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;D;101.0;101.0;101.0
2026;LT;160304;R12;kg;Lazio;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;R;297287.0;323035.0;323035.0
2026;LT;160305;D13;kg;Lazio;P;rifiuti organici contenenti sostanze pericolose;D;18319.0;19267.0;19267.0
2026;LT;160305;R12;kg;Lazio;P;rifiuti organici contenenti sostanze pericolose;R;73549.0;73905.0;73905.0
2026;LT;160306;D13;kg;Lazio;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D;903.0;3958.0;3958.0
2026;LT;160306;R12;kg;Lazio;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;R;141973.0;219382.0;219382.0
2026;LT;160504;R12;kg;Lazio;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;R;1938.0;1938.0;1938.0
2026;LT;160506;D13;kg;Lazio;P;sostanze chimiche di laboratorio contenenti o costituite da sostanze pericolose, comprese le miscele di sostanze chimiche di laboratorio;D;3593.0;4741.0;4741.0
2026;LT;160508;D14;kg;Lazio;P;sostanze chimiche organiche di scarto contenenti o costituite da sostanze pericolose;D;158.0;158.0;158.0
2026;LT;160601;R12;kg;Lazio;P;batterie al piombo;R;205914.0;215787.0;222947.0
2026;LT;160601;R13;kg;Lazio;P;batterie al piombo;R;444.0;444.0;444.0
2026;LT;160605;R12;kg;Lazio;NP;altre batterie e accumulatori;R;52.0;52.0;52.0
2026;LT;160709;R12;kg;Lazio;P;rifiuti contenenti altre sostanze pericolose;R;199.0;1337.0;1337.0
2026;LT;160807;R12;kg;Lazio;P;catalizzatori esauriti contaminati da sostanze pericolose;R;480.0;480.0;480.0
2026;LT;161002;D8;kg;Lazio;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;257500.0;299500.0;299500.0
2026;LT;161002;D9;kg;Lazio;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;92880.0;99540.0;99540.0
2026;LT;170101;D1;kg;Lazio;NP;cemento;D;520.0;520.0;520.0
2026;LT;170101;R13;kg;Lazio;NP;cemento;R;205447.0;205447.0;205447.0
2026;LT;170101;R5;kg;Lazio;NP;cemento;R;13374120.0;19646000.0;19858000.0
2026;LT;170102;R5;kg;Lazio;NP;mattoni;R;251090.0;251090.0;251090.0
2026;LT;170103;R13;kg;Lazio;NP;mattonelle e ceramiche;R;;32700.0;32700.0
2026;LT;170103;R5;kg;Lazio;NP;mattonelle e ceramiche;R;16980.0;83540.0;83540.0
2026;LT;170107;D1;kg;Lazio;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;D;34040.0;34500.0;37420.0
2026;LT;170107;R12;kg;Lazio;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R;60680.0;117880.0;117880.0
2026;LT;170107;R13;kg;Lazio;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R;2834349.0;2838109.0;2838109.0
2026;LT;170107;R5;kg;Lazio;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R;18310340.0;22515600.0;23405600.0
2026;LT;170201;R12;kg;Lazio;NP;legno;R;201260.0;238660.0;249240.0
2026;LT;170201;R13;kg;Lazio;NP;legno;R;59160.0;66500.0;67160.0
2026;LT;170202;R12;kg;Lazio;NP;vetro;R;66540.0;68960.0;68960.0
2026;LT;170202;R13;kg;Lazio;NP;vetro;R;14440.0;16880.0;16880.0
2026;LT;170203;D14;kg;Lazio;NP;plastica;D;729.0;729.0;729.0
2026;LT;170203;R12;kg;Lazio;NP;plastica;R;331832.0;378228.0;378708.0
2026;LT;170203;R13;kg;Lazio;NP;plastica;R;84360.0;100940.0;100940.0
2026;LT;170203;R3;kg;Lazio;NP;plastica;R;20220.0;20220.0;20220.0
2026;LT;170204;R12;kg;Lazio;P;vetro, plastica e legno contenenti sostanze pericolose o da esse contaminati;R;9962.0;10258.0;10258.0
2026;LT;170301;R12;kg;Lazio;P;miscele bituminose contenenti catrame di carbone;R;13113.0;16293.0;16293.0
2026;LT;170302;R12;kg;Lazio;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R;224181.0;284232.0;284752.0
2026;LT;170302;R13;kg;Lazio;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R;5551035.0;8506625.0;8506625.0
2026;LT;170302;R5;kg;Lazio;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;R;55134630.0;59223130.0;59240130.0
2026;LT;170401;R12;kg;Lazio;NP;rame, bronzo, ottone;R;1560.0;1560.0;1560.0
2026;LT;170401;R4;kg;Lazio;NP;rame, bronzo, ottone;R;238235.0;291780.0;291780.0
2026;LT;170402;R12;kg;Lazio;NP;alluminio;R;4754121.0;4791921.0;4792701.0
2026;LT;170402;R13;kg;Lazio;NP;alluminio;R;8780.0;8860.0;8860.0
2026;LT;170402;R4;kg;Lazio;NP;alluminio;R;1214734.0;1411340.0;1412560.0
2026;LT;170403;R12;kg;Lazio;NP;piombo;R;22.0;22.0;22.0
2026;LT;170403;R4;kg;Lazio;NP;piombo;R;678474.0;901694.0;901694.0
2026;LT;170404;R12;kg;Lazio;NP;zinco;R;104.0;104.0;104.0
2026;LT;170404;R4;kg;Lazio;NP;zinco;R;1040.0;1040.0;1040.0
2026;LT;170405;R12;kg;Lazio;NP;ferro e acciaio;R;227837.0;236598.0;238838.0
2026;LT;170405;R13;kg;Lazio;NP;ferro e acciaio;R;335130.0;400870.0;400870.0
2026;LT;170405;R4;kg;Lazio;NP;ferro e acciaio;R;13098734.0;15174157.0;15607047.0
2026;LT;170407;R12;kg;Lazio;NP;metalli misti;R;464495.0;515403.0;515403.0
2026;LT;170407;R13;kg;Lazio;NP;metalli misti;R;130030.0;141600.0;141600.0
2026;LT;170407;R4;kg;Lazio;NP;metalli misti;R;612579.0;731392.0;740012.0
2026;LT;170409;R12;kg;Lazio;P;rifiuti metallici contaminati da sostanze pericolose;R;34312.0;38932.0;38932.0
2026;LT;170410;R12;kg;Lazio;P;cavi impregnati di olio, di catrame di carbone o di altre sostanze pericolose;R;;;115.0
