Anno;Provincia produttore;Regione;Codice EER;Pericoloso;Descrizione EER;Quantita;Unita di misura
2025;TE;Abruzzo;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;2960;l
2025;TN;Trentino Alto Adige;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;197;kg
2025;TO;Piemonte;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;15744;kg
2025;TO;Piemonte;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;231;l
2025;TR;Umbria;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;594;kg
2025;TS;Friuli Venezia Giulia;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;48;kg
2025;TV;Veneto;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;7670;kg
2025;UD;Friuli Venezia Giulia;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;12;kg
2025;VA;Lombardia;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;4419;kg
2025;VE;Veneto;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;10643;kg
2025;VI;Veneto;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;58;kg
2025;VR;Veneto;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;1063;kg
2025;VT;Lazio;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;2431;kg
2025;VV;Calabria;180205;P;sostanze chimiche pericolose o contenenti sostanze pericolose;228;kg
2025;AN;Marche;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;2;kg
2025;AO;Valle d`Aosta;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;34;kg
2025;AP;Marche;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;2072;kg
2025;AQ;Abruzzo;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;636;kg
2025;AQ;Abruzzo;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;398;l
2025;AT;Piemonte;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;390;kg
2025;BA;Puglia;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;816;kg
2025;BS;Lombardia;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;110;kg
2025;CE;Campania;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;130;l
2025;CH;Abruzzo;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;59;kg
2025;CH;Abruzzo;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;70;l
2025;CR;Lombardia;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;420;kg
2025;CT;Sicilia;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;71;kg
2025;IS;Molise;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;371;kg
2025;MC;Marche;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;1200;kg
2025;MI;Lombardia;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;264;kg
2025;MS;Toscana;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;264;l
2025;NA;Campania;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;401;l
2025;NO;Piemonte;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;2660;kg
2025;PA;Sicilia;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;62;kg
2025;PC;Emilia Romagna;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;880;kg
2025;PE;Abruzzo;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;3896;kg
2025;PE;Abruzzo;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;143;l
2025;RM;Lazio;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;447;kg
2025;SA;Campania;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;359;kg
2025;SI;Toscana;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;412;kg
2025;SS;Sardegna;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;1650;kg
2025;TE;Abruzzo;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;7419;kg
2025;TE;Abruzzo;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;33720;l
2025;TO;Piemonte;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;4870;kg
2025;TR;Umbria;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;63;kg
2025;VA;Lombardia;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;300;kg
2025;VE;Veneto;180206;NP;sostanze chimiche diverse da quelle di cui alla voce 18 02 05;1901;kg
2025;AG;Sicilia;180207;P;medicinali citotossici e citostatici;2874;kg
2025;AN;Marche;180207;P;medicinali citotossici e citostatici;15;kg
2025;BA;Puglia;180207;P;medicinali citotossici e citostatici;7;kg
2025;BI;Piemonte;180207;P;medicinali citotossici e citostatici;4;kg
2025;BO;Emilia Romagna;180207;P;medicinali citotossici e citostatici;259;kg
2025;CE;Campania;180207;P;medicinali citotossici e citostatici;1;kg
2025;CH;Abruzzo;180207;P;medicinali citotossici e citostatici;10;kg
2025;CN;Piemonte;180207;P;medicinali citotossici e citostatici;7;kg
2025;CR;Lombardia;180207;P;medicinali citotossici e citostatici;4539;kg
2025;CZ;Calabria;180207;P;medicinali citotossici e citostatici;3;kg
2025;CZ;Calabria;180207;P;medicinali citotossici e citostatici;2;l
2025;FI;Toscana;180207;P;medicinali citotossici e citostatici;7;kg
2025;GE;Liguria;180207;P;medicinali citotossici e citostatici;8;kg
2025;MI;Lombardia;180207;P;medicinali citotossici e citostatici;89;kg
2025;NO;Piemonte;180207;P;medicinali citotossici e citostatici;84;kg
2025;PC;Emilia Romagna;180207;P;medicinali citotossici e citostatici;1675;kg
2025;PD;Veneto;180207;P;medicinali citotossici e citostatici;3427;kg
2025;PG;Umbria;180207;P;medicinali citotossici e citostatici;232;kg
2025;RG;Sicilia;180207;P;medicinali citotossici e citostatici;1040;kg
2025;RM;Lazio;180207;P;medicinali citotossici e citostatici;94;kg
2025;TO;Piemonte;180207;P;medicinali citotossici e citostatici;188;kg
2025;TR;Umbria;180207;P;medicinali citotossici e citostatici;54;kg
2025;VA;Lombardia;180207;P;medicinali citotossici e citostatici;118;kg
2025;AG;Sicilia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;173;kg
2025;AN;Marche;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;4;kg
2025;AP;Marche;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;20;kg
2025;AQ;Abruzzo;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;8;kg
2025;AR;Toscana;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;23;kg
2025;AV;Campania;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;20;kg
2025;BA;Puglia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;3017;kg
2025;BA;Puglia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;1260;l
2025;BG;Lombardia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;16;kg
2025;BL;Veneto;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;2;kg
2025;BN;Campania;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;149;kg
2025;BO;Emilia Romagna;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;24634;kg
2025;BS;Lombardia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;6447;kg
2025;CE;Campania;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;160;kg
2025;CN;Piemonte;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;290;kg
2025;CO;Lombardia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;37;kg
2025;CR;Lombardia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;6110;kg
2025;CT;Sicilia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;2;kg
2025;FC;Emilia Romagna;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;134;kg
2025;FE;Emilia Romagna;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;20;kg
2025;FE;Emilia Romagna;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;30;l
2025;FI;Toscana;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;35;kg
2025;FM;Marche;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;5;kg
2025;FR;Lazio;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;10365;kg
2025;GE;Liguria;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;13;kg
2025;GR;Toscana;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;11;kg
2025;LC;Lombardia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;1;kg
2025;LE;Puglia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;3;kg
2025;LO;Lombardia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;17968;kg
2025;LT;Lazio;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;1;kg
2025;LU;Toscana;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;5;kg
2025;MB;Lombardia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;16372;kg
2025;MC;Marche;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;36;kg
2025;ME;Sicilia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;16;kg
2025;MI;Lombardia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;21532;kg
2025;MN;Lombardia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;62;kg
2025;MO;Emilia Romagna;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;208;kg
2025;MS;Toscana;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;10;kg
2025;NA;Campania;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;1307;kg
2025;NO;Piemonte;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;129;kg
2025;PC;Emilia Romagna;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;15125;kg
2025;PD;Veneto;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;624;kg
2025;PG;Umbria;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;4379;kg
2025;PI;Toscana;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;33;kg
2025;PN;Friuli Venezia Giulia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;14;kg
2025;PR;Emilia Romagna;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;2720;kg
2025;PV;Lombardia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;40899;kg
2025;PV;Lombardia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;120;l
2025;RA;Emilia Romagna;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;787;kg
2025;RE;Emilia Romagna;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;216;kg
2025;RG;Sicilia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;12;kg
2025;RM;Lazio;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;9089;kg
2025;RN;Emilia Romagna;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;12;kg
2025;SI;Toscana;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;181;kg
2025;TA;Puglia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;66;kg
2025;TE;Abruzzo;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;407;kg
2025;TO;Piemonte;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;2400;kg
2025;TP;Sicilia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;1;kg
2025;TR;Umbria;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;7;kg
2025;TS;Friuli Venezia Giulia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;4;kg
2025;TV;Veneto;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;1488;kg
2025;UD;Friuli Venezia Giulia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;48;kg
2025;UD;Friuli Venezia Giulia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;30;l
2025;VA;Lombardia;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;27;kg
2025;VC;Piemonte;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;27;kg
2025;VE;Veneto;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;12;kg
2025;VI;Veneto;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;121;kg
2025;VR;Veneto;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;19962;kg
2025;VT;Lazio;180208;NP;medicinali diversi da quelli di cui alla voce 18 02 07;2;kg
2025;AL;Piemonte;190102;NP;materiali ferrosi estratti da ceneri pesanti;3239;kg
2025;AO;Valle d`Aosta;190102;NP;materiali ferrosi estratti da ceneri pesanti;80;l
2025;AP;Marche;190102;NP;materiali ferrosi estratti da ceneri pesanti;285;kg
2025;AT;Piemonte;190102;NP;materiali ferrosi estratti da ceneri pesanti;233;kg
2025;AV;Campania;190102;NP;materiali ferrosi estratti da ceneri pesanti;1514;kg
2025;BG;Lombardia;190102;NP;materiali ferrosi estratti da ceneri pesanti;1222308;kg
2025;BI;Piemonte;190102;NP;materiali ferrosi estratti da ceneri pesanti;964;kg
2025;BO;Emilia Romagna;190102;NP;materiali ferrosi estratti da ceneri pesanti;1512027;kg
2025;BS;Lombardia;190102;NP;materiali ferrosi estratti da ceneri pesanti;8355444;kg
2025;BZ;Trentino Alto Adige;190102;NP;materiali ferrosi estratti da ceneri pesanti;1195849;kg
2025;CA;Sardegna;190102;NP;materiali ferrosi estratti da ceneri pesanti;710;kg
2025;CE;Campania;190102;NP;materiali ferrosi estratti da ceneri pesanti;747;kg
2025;CN;Piemonte;190102;NP;materiali ferrosi estratti da ceneri pesanti;678;kg
2025;CO;Lombardia;190102;NP;materiali ferrosi estratti da ceneri pesanti;434960;kg
2025;CR;Lombardia;190102;NP;materiali ferrosi estratti da ceneri pesanti;30480;kg
2025;CS;Calabria;190102;NP;materiali ferrosi estratti da ceneri pesanti;300;kg
2025;CT;Sicilia;190102;NP;materiali ferrosi estratti da ceneri pesanti;887;kg
2025;CZ;Calabria;190102;NP;materiali ferrosi estratti da ceneri pesanti;4000;l
2025;FC;Emilia Romagna;190102;NP;materiali ferrosi estratti da ceneri pesanti;433;kg
2025;FE;Emilia Romagna;190102;NP;materiali ferrosi estratti da ceneri pesanti;775806;kg
2025;FG;Puglia;190102;NP;materiali ferrosi estratti da ceneri pesanti;14680;kg
2025;FI;Toscana;190102;NP;materiali ferrosi estratti da ceneri pesanti;2997;kg
2025;GE;Liguria;190102;NP;materiali ferrosi estratti da ceneri pesanti;2601;kg
2025;GR;Toscana;190102;NP;materiali ferrosi estratti da ceneri pesanti;1280;kg
2025;IM;Liguria;190102;NP;materiali ferrosi estratti da ceneri pesanti;590;kg
2025;KR;Calabria;190102;NP;materiali ferrosi estratti da ceneri pesanti;102380;kg
2025;MC;Marche;190102;NP;materiali ferrosi estratti da ceneri pesanti;74000;kg
2025;ME;Sicilia;190102;NP;materiali ferrosi estratti da ceneri pesanti;240;kg
2025;MI;Lombardia;190102;NP;materiali ferrosi estratti da ceneri pesanti;1188606;kg
2025;MN;Lombardia;190102;NP;materiali ferrosi estratti da ceneri pesanti;2247;kg
2025;MO;Emilia Romagna;190102;NP;materiali ferrosi estratti da ceneri pesanti;1330;kg
2025;MS;Toscana;190102;NP;materiali ferrosi estratti da ceneri pesanti;724;kg
2025;MS;Toscana;190102;NP;materiali ferrosi estratti da ceneri pesanti;420;l
2025;NO;Piemonte;190102;NP;materiali ferrosi estratti da ceneri pesanti;1200;kg
2025;NU;Sardegna;190102;NP;materiali ferrosi estratti da ceneri pesanti;15240;kg
2025;PA;Sicilia;190102;NP;materiali ferrosi estratti da ceneri pesanti;196;kg
2025;PC;Emilia Romagna;190102;NP;materiali ferrosi estratti da ceneri pesanti;1267998;kg
2025;PD;Veneto;190102;NP;materiali ferrosi estratti da ceneri pesanti;923;kg
2025;PI;Toscana;190102;NP;materiali ferrosi estratti da ceneri pesanti;27243;kg
2025;PR;Emilia Romagna;190102;NP;materiali ferrosi estratti da ceneri pesanti;7898704;kg
2025;PT;Toscana;190102;NP;materiali ferrosi estratti da ceneri pesanti;81605;kg
2025;PV;Lombardia;190102;NP;materiali ferrosi estratti da ceneri pesanti;7970436;kg
2025;PZ;Basilicata;190102;NP;materiali ferrosi estratti da ceneri pesanti;1470080;kg
2025;RA;Emilia Romagna;190102;NP;materiali ferrosi estratti da ceneri pesanti;2168700;kg
2025;RE;Emilia Romagna;190102;NP;materiali ferrosi estratti da ceneri pesanti;350;kg
2025;RM;Lazio;190102;NP;materiali ferrosi estratti da ceneri pesanti;668;kg
2025;RN;Emilia Romagna;190102;NP;materiali ferrosi estratti da ceneri pesanti;1636918;kg
2025;SA;Campania;190102;NP;materiali ferrosi estratti da ceneri pesanti;280;kg
2025;SI;Toscana;190102;NP;materiali ferrosi estratti da ceneri pesanti;624;kg
2025;SR;Sicilia;190102;NP;materiali ferrosi estratti da ceneri pesanti;865800;kg
2025;SS;Sardegna;190102;NP;materiali ferrosi estratti da ceneri pesanti;695;kg
2025;SV;Liguria;190102;NP;materiali ferrosi estratti da ceneri pesanti;1080;kg
2025;TN;Trentino Alto Adige;190102;NP;materiali ferrosi estratti da ceneri pesanti;2477111;kg
2025;TN;Trentino Alto Adige;190102;NP;materiali ferrosi estratti da ceneri pesanti;240;l
2025;TO;Piemonte;190102;NP;materiali ferrosi estratti da ceneri pesanti;2902734;kg
2025;TP;Sicilia;190102;NP;materiali ferrosi estratti da ceneri pesanti;48;kg
2025;TS;Friuli Venezia Giulia;190102;NP;materiali ferrosi estratti da ceneri pesanti;300;kg
2025;TV;Veneto;190102;NP;materiali ferrosi estratti da ceneri pesanti;1076;kg
2025;UD;Friuli Venezia Giulia;190102;NP;materiali ferrosi estratti da ceneri pesanti;2769;kg
2025;VA;Lombardia;190102;NP;materiali ferrosi estratti da ceneri pesanti;700618;kg
2025;VB;Piemonte;190102;NP;materiali ferrosi estratti da ceneri pesanti;1005;kg
2025;VE;Veneto;190102;NP;materiali ferrosi estratti da ceneri pesanti;104029;kg
2025;VI;Veneto;190102;NP;materiali ferrosi estratti da ceneri pesanti;1027040;kg
2025;VR;Veneto;190102;NP;materiali ferrosi estratti da ceneri pesanti;1678;kg
2025;VT;Lazio;190102;NP;materiali ferrosi estratti da ceneri pesanti;936;kg
2025;AR;Toscana;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;2143396;kg
2025;BG;Lombardia;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;8627140;kg
2025;BO;Emilia Romagna;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;7355540;kg
2025;BS;Lombardia;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;31617010;kg
2025;BZ;Trentino Alto Adige;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;4228740;kg
2025;CA;Sardegna;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;180080;kg
2025;CO;Lombardia;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;80;kg
2025;CR;Lombardia;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;1620020;kg
2025;CZ;Calabria;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;178600;kg
2025;FC;Emilia Romagna;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;4685130;kg
2025;FE;Emilia Romagna;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;5216940;kg
2025;FI;Toscana;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;24914;kg
2025;FR;Lazio;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;4814280;kg
2025;LC;Lombardia;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;3722560;kg
2025;MB;Lombardia;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;2767020;kg
2025;MI;Lombardia;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;10620410;kg
2025;MO;Emilia Romagna;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;6259010;kg
2025;NA;Campania;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;27616415;kg
2025;PC;Emilia Romagna;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;1908160;kg
2025;PN;Friuli Venezia Giulia;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;1059000;kg
2025;PO;Toscana;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;10162;kg
2025;PT;Toscana;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;999480;kg
2025;PV;Lombardia;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;22213030;kg
2025;PZ;Basilicata;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;2100;kg
2025;RA;Emilia Romagna;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;1127360;kg
2025;RC;Calabria;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;2008680;kg
2025;RN;Emilia Romagna;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;5757680;kg
2025;SI;Toscana;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;2275140;kg
2025;TN;Trentino Alto Adige;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;875580;kg
2025;TO;Piemonte;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;840;kg
2025;TR;Umbria;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;444598;kg
2025;TS;Friuli Venezia Giulia;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;7021180;kg
2025;TV;Veneto;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;376196;kg
2025;UD;Friuli Venezia Giulia;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;422510;kg
2025;VA;Lombardia;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;3826300;kg
2025;VE;Veneto;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;1106140;kg
2025;VI;Veneto;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;849765;kg
2025;VT;Lazio;190105;P;residui di filtrazione prodotti dal trattamento dei fumi;2050;kg
2025;AN;Marche;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;75;kg
2025;AR;Toscana;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;2800;kg
2025;AT;Piemonte;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;160000;kg
2025;BG;Lombardia;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;951580;kg
2025;BN;Campania;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;2236;kg
2025;BO;Emilia Romagna;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;16300;kg
2025;CE;Campania;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;223;kg
2025;CE;Campania;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;320;l
2025;CH;Abruzzo;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;86500;kg
2025;CN;Piemonte;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;10230;kg
2025;CR;Lombardia;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;3299530;kg
2025;CT;Sicilia;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;7793;kg
2025;FC;Emilia Romagna;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;146880;kg
2025;FE;Emilia Romagna;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;15240;kg
2025;FG;Puglia;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;126;kg
2025;FI;Toscana;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;147;kg
2025;GE;Liguria;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;2885;kg
2025;GR;Toscana;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;124500;kg
2025;IS;Molise;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;60100;kg
2025;MC;Marche;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;16720;kg
2025;MI;Lombardia;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;5312610;kg
2025;MO;Emilia Romagna;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;308420;kg
2025;MS;Toscana;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;60;kg
2025;NA;Campania;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;205;kg
2025;PA;Sicilia;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;15600;kg
2025;PV;Lombardia;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;5240;kg
2025;PZ;Basilicata;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;470760;kg
2025;RA;Emilia Romagna;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;37010;kg
2025;RM;Lazio;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;2000;kg
2025;RM;Lazio;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;850;l
2025;RN;Emilia Romagna;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;59100;kg
2025;SA;Campania;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;2340;kg
2025;SV;Liguria;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;1600;kg
2025;TO;Piemonte;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;152;kg
2025;TO;Piemonte;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;161;l
2025;VA;Lombardia;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;50811;kg
2025;VT;Lazio;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;260;kg
2025;VT;Lazio;190106;P;rifiuti liquidi acquosi prodotti dal trattamento dei fumi e altri rifiuti liquidi acquosi;1000;l
